frame index,joint index,joint name,joint angle,joint velocity,local joint axis,global joint axis
0,1,lfemurrz,-0.35217777245517184,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  1.70002901e-16]
0,2,lfemurry,-0.017815971938507716,0.0,[0. 1. 0.],[-3.37133954e-01  1.63064007e-16  9.41456689e-01]
0,3,lfemurrx,-0.4890255484455433,0.0,[1. 0. 0.],[9.41456689e-01 2.77555756e-17 3.37133954e-01]
0,4,ltibiarx,0.390913609873934,0.0,[1. 0. 0.],[9.41456689e-01 5.55111512e-17 3.37133954e-01]
0,5,lfootrz,0.23523547658379573,0.0,[0. 0. 1.],[-3.37133954e-01  2.14021971e-16  9.41456689e-01]
0,6,lfootrx,-0.21136635373352133,0.0,[1. 0. 0.],[9.41456689e-01 6.53358582e-17 3.37133954e-01]
0,7,ltoesrx,-0.17841977344362436,0.0,[1. 0. 0.],[9.41456689e-01 6.53358582e-17 3.37133954e-01]
0,8,rfemurrz,0.5220855751368199,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  1.70002901e-16]
0,9,rfemurry,0.03433132451842927,0.0,[0. 1. 0.],[3.37133954e-01 1.63064007e-16 9.41456689e-01]
0,10,rfemurrx,0.2823541303998867,0.0,[1. 0. 0.],[ 9.41456689e-01 -2.77555756e-17 -3.37133954e-01]
0,11,rtibiarx,0.23961891119695783,0.0,[1. 0. 0.],[ 9.41456689e-01 -5.55111512e-17 -3.37133954e-01]
0,12,rfootrz,0.0161541392379288,0.0,[0. 0. 1.],[3.37133954e-01 2.14021971e-16 9.41456689e-01]
0,13,rfootrx,-0.2787063922632186,0.0,[1. 0. 0.],[ 9.41456689e-01 -6.53358582e-17 -3.37133954e-01]
0,14,rtoesrx,0.07563541393150108,0.0,[1. 0. 0.],[ 9.41456689e-01 -6.53358582e-17 -3.37133954e-01]
0,15,lowerbackrz,0.11095232587853154,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  2.22044605e-16]
0,16,lowerbackry,0.027449142211965222,0.0,[0. 1. 0.],[0.00000000e+00 2.22044605e-16 1.00000000e+00]
0,17,lowerbackrx,0.13728288657289361,0.0,[1. 0. 0.],[1. 0. 0.]
0,18,upperbackrz,0.028917313178742854,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  2.22044605e-16]
0,19,upperbackry,0.04454534036695049,0.0,[0. 1. 0.],[0.00000000e+00 2.22044605e-16 1.00000000e+00]
0,20,upperbackrx,0.060607430940129096,0.0,[1. 0. 0.],[1. 0. 0.]
0,21,thoraxrz,-0.035871228517463875,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  2.22044605e-16]
0,22,thoraxry,0.02302857228251398,0.0,[0. 1. 0.],[0.00000000e+00 2.22044605e-16 1.00000000e+00]
0,23,thoraxrx,-0.01046487202191036,0.0,[1. 0. 0.],[1. 0. 0.]
0,24,lowerneckrz,0.018053336716778952,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  2.22044605e-16]
0,25,lowerneckry,0.0709835878761606,0.0,[0. 1. 0.],[0.00000000e+00 2.22044605e-16 1.00000000e+00]
0,26,lowerneckrx,-0.2179933689033438,0.0,[1. 0. 0.],[1. 0. 0.]
0,27,upperneckrz,-0.11182900476180829,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  2.22044605e-16]
0,28,upperneckry,0.09795590613648096,0.0,[0. 1. 0.],[0.00000000e+00 2.22044605e-16 1.00000000e+00]
0,29,upperneckrx,0.028236634770465067,0.0,[1. 0. 0.],[1. 0. 0.]
0,30,headrz,-0.033641570398041096,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  2.22044605e-16]
0,31,headry,0.044460691898228766,0.0,[0. 1. 0.],[0.00000000e+00 2.22044605e-16 1.00000000e+00]
0,32,headrx,0.05187572322532666,0.0,[1. 0. 0.],[1. 0. 0.]
0,33,lclaviclerz,-2.4980024919168844e-16,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  2.22044605e-16]
0,34,lclaviclery,-2.8276079211560133e-16,0.0,[0. 1. 0.],[0.00000000e+00 2.22044605e-16 1.00000000e+00]
0,35,lhumerusrz,1.1333993629525978,0.0,[0. 0. 1.],[ 0.          0.869038   -0.49474535]
0,36,lhumerusry,0.5652440768801357,0.0,[0. 1. 0.],[-1.  0.  0.]
0,37,lhumerusrx,-0.9072430891376768,0.0,[1. 0. 0.],[ 0.         -0.49474535 -0.869038  ]
0,38,lradiusrx,0.3557399894584922,0.0,[1. 0. 0.],[ 0.         -0.49474535 -0.869038  ]
0,39,lwristry,0.2204525378194038,0.0,[0. 1. 0.],[-1.  0.  0.]
0,40,lhandrz,0.3987623555201525,0.0,[0. 0. 1.],[ 0.         -0.00603155  0.99998181]
0,41,lhandrx,-0.3820682812248267,0.0,[1. 0. 0.],[0.         0.99998181 0.00603155]
0,42,lfingersrx,0.12435505827044639,0.0,[1. 0. 0.],[0.         0.99998181 0.00603155]
0,43,lthumbrz,0.9211725618978432,0.0,[0. 0. 1.],[-4.33680869e-19 -6.03155076e-03  9.99981810e-01]
0,44,lthumbrx,0.07878590776427605,0.0,[1. 0. 0.],[0.70710596 0.70709474 0.00426496]
0,45,rclaviclerz,-2.4980024919168844e-16,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  2.22044605e-16]
0,46,rclaviclery,-2.8276079211560133e-16,0.0,[0. 1. 0.],[0.00000000e+00 2.22044605e-16 1.00000000e+00]
0,47,rhumerusrz,-1.4346152665787872,0.0,[0. 0. 1.],[ 0.          0.869038   -0.49474535]
0,48,rhumerusry,0.2596962660504964,0.0,[0. 1. 0.],[1. 0. 0.]
0,49,rhumerusrx,-0.16410859717604645,0.0,[1. 0. 0.],[0.         0.49474535 0.869038  ]
0,50,rradiusrx,0.8067906640391431,0.0,[1. 0. 0.],[0.         0.49474535 0.869038  ]
0,51,rwristry,-0.2928627578261446,0.0,[0. 1. 0.],[1. 0. 0.]
0,52,rhandrz,0.3241826912531828,0.0,[0. 0. 1.],[ 0.         -0.00603155  0.99998181]
0,53,rhandrx,-0.45278902251563696,0.0,[1. 0. 0.],[ 0.         -0.99998181 -0.00603155]
0,54,rfingersrx,0.12435505827044639,0.0,[1. 0. 0.],[ 0.         -0.99998181 -0.00603155]
0,55,rthumbrz,-0.19904781987294534,0.0,[0. 0. 1.],[ 4.33680869e-19 -6.03155076e-03  9.99981810e-01]
0,56,rthumbrx,0.010487910368036686,0.0,[1. 0. 0.],[ 0.70710596 -0.70709474 -0.00426496]
1,1,lfemurrz,-0.3709222752543094,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  1.70002901e-16]
1,2,lfemurry,-0.01146006382930278,0.0,[0. 1. 0.],[-3.37133954e-01  1.63064007e-16  9.41456689e-01]
1,3,lfemurrx,-0.4823477732717036,0.0,[1. 0. 0.],[9.41456689e-01 2.77555756e-17 3.37133954e-01]
1,4,ltibiarx,0.3990466843310322,0.0,[1. 0. 0.],[9.41456689e-01 5.55111512e-17 3.37133954e-01]
1,5,lfootrz,0.23646938758963093,0.0,[0. 0. 1.],[-3.37133954e-01  2.14021971e-16  9.41456689e-01]
1,6,lfootrx,-0.21115297267113114,0.0,[1. 0. 0.],[9.41456689e-01 6.53358582e-17 3.37133954e-01]
1,7,ltoesrx,-0.17272636752629927,0.0,[1. 0. 0.],[9.41456689e-01 6.53358582e-17 3.37133954e-01]
1,8,rfemurrz,0.5099462161356606,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  1.70002901e-16]
1,9,rfemurry,0.03586307972920181,0.0,[0. 1. 0.],[3.37133954e-01 1.63064007e-16 9.41456689e-01]
1,10,rfemurrx,0.312711615965654,0.0,[1. 0. 0.],[ 9.41456689e-01 -2.77555756e-17 -3.37133954e-01]
1,11,rtibiarx,0.21768855643045532,0.0,[1. 0. 0.],[ 9.41456689e-01 -5.55111512e-17 -3.37133954e-01]
1,12,rfootrz,0.022840779100094553,0.0,[0. 0. 1.],[3.37133954e-01 2.14021971e-16 9.41456689e-01]
1,13,rfootrx,-0.27223862239279284,0.0,[1. 0. 0.],[ 9.41456689e-01 -6.53358582e-17 -3.37133954e-01]
1,14,rtoesrx,0.012044820776994432,0.0,[1. 0. 0.],[ 9.41456689e-01 -6.53358582e-17 -3.37133954e-01]
1,15,lowerbackrz,0.10215732860476619,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  2.22044605e-16]
1,16,lowerbackry,0.031137846834849096,0.0,[0. 1. 0.],[0.00000000e+00 2.22044605e-16 1.00000000e+00]
1,17,lowerbackrx,0.1269478143432958,0.0,[1. 0. 0.],[1. 0. 0.]
1,18,upperbackrz,0.027085212615954517,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  2.22044605e-16]
1,19,upperbackry,0.0476397576668672,0.0,[0. 1. 0.],[0.00000000e+00 2.22044605e-16 1.00000000e+00]
1,20,upperbackrx,0.06840591498876017,0.0,[1. 0. 0.],[1. 0. 0.]
1,21,thoraxrz,-0.03248748477893222,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  2.22044605e-16]
1,22,thoraxry,0.025007007787602405,0.0,[0. 1. 0.],[0.00000000e+00 2.22044605e-16 1.00000000e+00]
1,23,thoraxrx,0.003230772446039667,0.0,[1. 0. 0.],[1. 0. 0.]
1,24,lowerneckrz,0.02005107140776337,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  2.22044605e-16]
1,25,lowerneckry,0.0721060111264931,0.0,[0. 1. 0.],[0.00000000e+00 2.22044605e-16 1.00000000e+00]
1,26,lowerneckrx,-0.22789228315314594,0.0,[1. 0. 0.],[1. 0. 0.]
1,27,upperneckrz,-0.10781309997697389,0.0,[0. 0. 1.],[ 0.00000000e+00 -1.00000000e+00  2.22044605e-16]
1,28,upperneckry,0.0982715167531381,0.0,[0. 1. 0.],[0.00000000e+00 2.22044605e-16 1.00000000e+00]
1,29,upperneckrx,0.016226232654678818,0.0,[1. 0. 0.],[1. 0. 0.]
