3.295743e-02 -6.147768e-01 2.766707e+00,3.375072e-02 -6.152599e-01 2.766778e+00,3.377699e-02 -6.148971e-01 2.766747e+00,3.377375e-02 -6.150159e-01 2.766338e+00,3.097943e-02 -6.135088e-01 2.764475e+00,2.955756e-02 -6.125605e-01 2.763654e+00,2.842150e-02 -6.121364e-01 2.763152e+00,2.557049e-02 -6.113715e-01 2.761584e+00,2.506438e-02 -6.114087e-01 2.761352e+00,2.456717e-02 -6.114600e-01 2.760647e+00,2.447518e-02 -6.114286e-01 2.760338e+00,2.449262e-02 -6.123811e-01 2.759812e+00,2.291848e-02 -6.128144e-01 2.758650e+00,2.273085e-02 -6.134976e-01 2.758340e+00,2.173599e-02 -6.149834e-01 2.758087e+00,2.114300e-02 -6.173874e-01 2.757909e+00,2.012837e-02 -6.209772e-01 2.757770e+00,2.292119e-02 -6.294599e-01 2.759905e+00,2.302748e-02 -6.296140e-01 2.759727e+00,2.286308e-02 -6.289831e-01 2.759521e+00,2.285571e-02 -6.289347e-01 2.759487e+00,2.199361e-02 -6.290987e-01 2.759502e+00,2.110837e-02 -6.296005e-01 2.759481e+00,2.016608e-02 -6.299396e-01 2.759507e+00,1.972620e-02 -6.298324e-01 2.759607e+00,1.938510e-02 -6.296265e-01 2.759618e+00,1.661498e-02 -6.270922e-01 2.759416e+00,1.618161e-02 -6.266419e-01 2.759378e+00,1.611264e-02 -6.266536e-01 2.759315e+00,1.488381e-02 -6.275056e-01 2.759462e+00,1.385738e-02 -6.267936e-01 2.758991e+00,1.496695e-02 -6.263260e-01 2.758584e+00,1.715069e-02 -6.239830e-01 2.758112e+00,1.946811e-02 -6.210817e-01 2.757420e+00,1.930773e-02 -6.208337e-01 2.757412e+00,1.813711e-02 -6.188612e-01 2.757515e+00,1.757489e-02 -6.182342e-01 2.757421e+00,1.770214e-02 -6.181187e-01 2.757386e+00,1.858102e-02 -6.171430e-01 2.757401e+00,1.919974e-02 -6.172373e-01 2.757419e+00,1.968676e-02 -6.167821e-01 2.757711e+00,2.064762e-02 -6.162683e-01 2.757782e+00,2.148135e-02 -6.161095e-01 2.758244e+00,2.221182e-02 -6.145310e-01 2.758480e+00,2.249365e-02 -6.143127e-01 2.758641e+00,2.330068e-02 -6.138635e-01 2.759238e+00,2.377426e-02 -6.140119e-01 2.759341e+00,2.454195e-02 -6.137955e-01 2.759890e+00,2.469627e-02 -6.139057e-01 2.760545e+00,2.627667e-02 -6.164543e-01 2.761635e+00
3.430561e-02 -3.275526e-01 2.778521e+00,3.479391e-02 -3.277161e-01 2.778411e+00,3.483611e-02 -3.275834e-01 2.778411e+00,3.552626e-02 -3.277883e-01 2.778130e+00,3.564347e-02 -3.275779e-01 2.777693e+00,3.547627e-02 -3.271231e-01 2.777005e+00,3.568503e-02 -3.269589e-01 2.776544e+00,3.518375e-02 -3.264380e-01 2.775442e+00,3.513166e-02 -3.264173e-01 2.775193e+00,3.571744e-02 -3.263515e-01 2.774306e+00,3.616690e-02 -3.262285e-01 2.773909e+00,3.563866e-02 -3.269147e-01 2.773865e+00,3.534197e-02 -3.269643e-01 2.773519e+00,3.532793e-02 -3.269605e-01 2.773487e+00,3.423033e-02 -3.265576e-01 2.773590e+00,3.246467e-02 -3.269636e-01 2.773090e+00,2.916616e-02 -3.288176e-01 2.773460e+00,2.894018e-02 -3.311749e-01 2.774740e+00,2.904641e-02 -3.312049e-01 2.774865e+00,2.853640e-02 -3.314776e-01 2.775296e+00,2.833562e-02 -3.314576e-01 2.775309e+00,2.704036e-02 -3.320352e-01 2.775543e+00,2.693697e-02 -3.320421e-01 2.775560e+00,2.661760e-02 -3.320171e-01 2.775602e+00,2.628735e-02 -3.321948e-01 2.775818e+00,2.625729e-02 -3.321443e-01 2.775867e+00,2.537991e-02 -3.314455e-01 2.775832e+00,2.533066e-02 -3.313986e-01 2.775791e+00,2.519211e-02 -3.314344e-01 2.775621e+00,2.486098e-02 -3.319267e-01 2.775399e+00,2.490328e-02 -3.320340e-01 2.774850e+00,2.617488e-02 -3.320569e-01 2.774467e+00,2.690648e-02 -3.319342e-01 2.774104e+00,2.807234e-02 -3.312905e-01 2.773230e+00,2.794691e-02 -3.313774e-01 2.772982e+00,2.736418e-02 -3.305396e-01 2.772745e+00,2.719781e-02 -3.300573e-01 2.772274e+00,2.717597e-02 -3.299226e-01 2.772108e+00,2.746962e-02 -3.294123e-01 2.771968e+00,2.761640e-02 -3.294893e-01 2.772192e+00,2.777234e-02 -3.295190e-01 2.772224e+00,2.825445e-02 -3.292512e-01 2.772471e+00,2.898427e-02 -3.292595e-01 2.772898e+00,2.951911e-02 -3.282389e-01 2.773367e+00,2.954258e-02 -3.281374e-01 2.773626e+00,3.049703e-02 -3.279965e-01 2.774327e+00,3.072885e-02 -3.282323e-01 2.774497e+00,3.117333e-02 -3.278411e-01 2.774894e+00,3.131686e-02 -3.279066e-01 2.775329e+00,3.181004e-02 -3.287996e-01 2.775997e+00
3.610770e-02 -4.468792e-02 2.778059e+00,3.633322e-02 -4.470414e-02 2.777791e+00,3.634398e-02 -4.469349e-02 2.777790e+00,3.801867e-02 -4.511495e-02 2.777700e+00,4.048219e-02 -4.556260e-02 2.777308e+00,4.107672e-02 -4.537867e-02 2.776549e+00,4.367009e-02 -4.548552e-02 2.775446e+00,4.426422e-02 -4.516376e-02 2.774786e+00,4.457932e-02 -4.517351e-02 2.774524e+00,4.789580e-02 -4.511784e-02 2.773731e+00,4.912525e-02 -4.496006e-02 2.773437e+00,4.684679e-02 -4.607263e-02 2.774430e+00,4.691073e-02 -4.601765e-02 2.774472e+00,4.701717e-02 -4.530001e-02 2.774630e+00,4.450842e-02 -4.141399e-02 2.775775e+00,4.037966e-02 -3.988632e-02 2.774609e+00,3.432956e-02 -4.052875e-02 2.776046e+00,3.325745e-02 -4.070226e-02 2.777115e+00,3.386381e-02 -4.004626e-02 2.778195e+00,3.319636e-02 -4.046693e-02 2.779047e+00,3.262235e-02 -4.038113e-02 2.779116e+00,3.125496e-02 -4.101980e-02 2.779476e+00,3.147406e-02 -4.060185e-02 2.779496e+00,3.145112e-02 -4.025400e-02 2.779512e+00,3.137957e-02 -4.059214e-02 2.779805e+00,3.166622e-02 -4.048019e-02 2.779956e+00,3.177205e-02 -4.022889e-02 2.779932e+00,3.208906e-02 -4.042477e-02 2.779731e+00,3.204803e-02 -4.054458e-02 2.779397e+00,3.309511e-02 -4.080809e-02 2.778504e+00,3.444737e-02 -4.208829e-02 2.777439e+00,3.648128e-02 -4.276415e-02 2.777096e+00,3.704999e-02 -4.397453e-02 2.776544e+00,3.743980e-02 -4.512703e-02 2.775242e+00,3.704828e-02 -4.627657e-02 2.774318e+00,3.664025e-02 -4.609190e-02 2.774131e+00,3.679190e-02 -4.576030e-02 2.773303e+00,3.649928e-02 -4.564089e-02 2.772984e+00,3.649849e-02 -4.557585e-02 2.772871e+00,3.619088e-02 -4.588288e-02 2.773879e+00,3.615779e-02 -4.615841e-02 2.773874e+00,3.625757e-02 -4.618415e-02 2.774272e+00,3.680458e-02 -4.642931e-02 2.774687e+00,3.733113e-02 -4.614706e-02 2.775421e+00,3.691672e-02 -4.618484e-02 2.776070e+00,3.797517e-02 -4.660828e-02 2.776883e+00,3.798541e-02 -4.703245e-02 2.777163e+00,3.813778e-02 -4.648951e-02 2.777444e+00,3.819229e-02 -4.652726e-02 2.777669e+00,3.815347e-02 -4.665020e-02 2.778005e+00
4.566762e-02 6.373668e-02 2.785272e+00,4.582907e-02 6.380758e-02 2.785220e+00,4.596854e-02 6.396104e-02 2.785216e+00,4.683032e-02 6.325176e-02 2.785235e+00,4.839187e-02 6.253904e-02 2.784210e+00,4.866879e-02 6.269983e-02 2.783818e+00,5.091421e-02 6.321494e-02 2.782320e+00,5.195266e-02 6.427342e-02 2.780994e+00,5.241815e-02 6.440418e-02 2.780588e+00,5.373684e-02 6.349476e-02 2.779554e+00,5.362561e-02 6.397869e-02 2.779069e+00,5.367061e-02 6.387906e-02 2.778978e+00,5.290750e-02 6.401893e-02 2.778918e+00,5.129576e-02 6.480663e-02 2.778436e+00,4.745551e-02 6.713254e-02 2.779870e+00,4.652437e-02 6.695191e-02 2.780702e+00,4.621853e-02 6.756663e-02 2.782227e+00,4.737130e-02 6.517797e-02 2.787410e+00,4.932719e-02 6.456703e-02 2.790112e+00,4.745961e-02 6.312621e-02 2.794000e+00,4.397629e-02 6.422142e-02 2.794774e+00,4.298794e-02 6.718039e-02 2.795037e+00,4.293159e-02 6.719008e-02 2.795119e+00,4.235846e-02 6.712297e-02 2.794994e+00,4.294358e-02 6.789574e-02 2.794969e+00,4.298298e-02 6.802153e-02 2.795080e+00,4.280451e-02 6.842133e-02 2.794757e+00,4.271702e-02 6.841748e-02 2.794808e+00,4.263629e-02 6.860311e-02 2.794594e+00,4.302876e-02 6.826770e-02 2.793789e+00,4.319622e-02 6.698292e-02 2.792581e+00,4.317373e-02 6.691912e-02 2.791748e+00,4.315805e-02 6.653354e-02 2.791494e+00,4.243322e-02 6.606208e-02 2.789011e+00,4.270878e-02 6.586522e-02 2.788042e+00,4.317151e-02 6.584782e-02 2.786456e+00,4.282679e-02 6.586885e-02 2.785385e+00,4.295919e-02 6.581912e-02 2.785021e+00,4.304621e-02 6.503910e-02 2.784509e+00,4.319136e-02 6.491636e-02 2.784350e+00,4.324967e-02 6.462410e-02 2.784560e+00,4.342196e-02 6.407344e-02 2.784765e+00,4.369154e-02 6.384404e-02 2.784976e+00,4.451862e-02 6.325229e-02 2.786331e+00,4.455888e-02 6.332008e-02 2.786778e+00,4.446565e-02 6.326222e-02 2.787716e+00,4.429307e-02 6.212509e-02 2.788819e+00,4.455059e-02 6.256617e-02 2.789048e+00,4.485433e-02 6.247005e-02 2.789464e+00,4.545368e-02 6.203494e-02 2.790080e+00
-1.177435e-01 -1.544564e-01 2.754683e+00,-1.172300e-01 -1.544097e-01 2.754680e+00,-1.170149e-01 -1.543546e-01 2.754819e+00,-1.156084e-01 -1.540034e-01 2.754482e+00,-1.144535e-01 -1.532526e-01 2.754091e+00,-1.145392e-01 -1.532953e-01 2.754693e+00,-1.126605e-01 -1.514840e-01 2.753268e+00,-1.105182e-01 -1.506834e-01 2.752178e+00,-1.091753e-01 -1.501981e-01 2.751940e+00,-1.086352e-01 -1.497775e-01 2.751566e+00,-1.086599e-01 -1.494927e-01 2.751655e+00,-1.087792e-01 -1.496354e-01 2.751721e+00,-1.087407e-01 -1.498446e-01 2.751760e+00,-1.087089e-01 -1.499511e-01 2.751806e+00,-1.096006e-01 -1.512857e-01 2.754248e+00,-1.093642e-01 -1.518372e-01 2.754518e+00,-1.110535e-01 -1.520855e-01 2.757701e+00,-1.111747e-01 -1.526305e-01 2.760495e+00,-1.112800e-01 -1.531093e-01 2.761805e+00,-1.143708e-01 -1.526129e-01 2.772281e+00,-1.145010e-01 -1.534711e-01 2.772014e+00,-1.156158e-01 -1.528809e-01 2.774231e+00,-1.148945e-01 -1.535288e-01 2.773950e+00,-1.148843e-01 -1.539005e-01 2.774150e+00,-1.152840e-01 -1.540082e-01 2.774034e+00,-1.151950e-01 -1.542631e-01 2.774201e+00,-1.146677e-01 -1.542698e-01 2.771667e+00,-1.137514e-01 -1.543843e-01 2.770839e+00,-1.135832e-01 -1.553942e-01 2.770141e+00,-1.135215e-01 -1.555034e-01 2.768359e+00,-1.139517e-01 -1.565282e-01 2.763417e+00,-1.143698e-01 -1.569298e-01 2.762784e+00,-1.150463e-01 -1.568757e-01 2.761331e+00,-1.154995e-01 -1.564295e-01 2.760019e+00,-1.159669e-01 -1.561417e-01 2.758842e+00,-1.162195e-01 -1.556557e-01 2.757197e+00,-1.163348e-01 -1.555556e-01 2.756353e+00,-1.167989e-01 -1.552076e-01 2.755915e+00,-1.171296e-01 -1.552865e-01 2.755448e+00,-1.173811e-01 -1.553048e-01 2.755224e+00,-1.175633e-01 -1.553924e-01 2.755173e+00,-1.177387e-01 -1.554742e-01 2.755310e+00,-1.175790e-01 -1.554541e-01 2.755388e+00,-1.175933e-01 -1.554884e-01 2.755455e+00,-1.176288e-01 -1.553653e-01 2.755678e+00,-1.173725e-01 -1.552055e-01 2.755779e+00,-1.173646e-01 -1.552673e-01 2.755810e+00,-1.166683e-01 -1.552822e-01 2.755420e+00,-1.167986e-01 -1.554058e-01 2.756130e+00,-1.167303e-01 -1.553588e-01 2.756523e+00
-1.580925e-01 -3.892829e-01 2.761419e+00,-1.575936e-01 -3.890855e-01 2.761689e+00,-1.572078e-01 -3.886111e-01 2.762115e+00,-1.562651e-01 -3.896632e-01 2.761892e+00,-1.563215e-01 -3.843784e-01 2.762322e+00,-1.563123e-01 -3.861097e-01 2.761337e+00,-1.567291e-01 -3.872813e-01 2.760268e+00,-1.566065e-01 -3.861679e-01 2.760081e+00,-1.567775e-01 -3.864831e-01 2.760016e+00,-1.567408e-01 -3.872742e-01 2.759532e+00,-1.567433e-01 -3.876105e-01 2.759343e+00,-1.566583e-01 -3.886119e-01 2.759058e+00,-1.566829e-01 -3.893826e-01 2.759101e+00,-1.564580e-01 -3.901687e-01 2.759128e+00,-1.555125e-01 -3.922194e-01 2.758909e+00,-1.550383e-01 -3.925512e-01 2.758952e+00,-1.537980e-01 -3.973705e-01 2.759059e+00,-1.531273e-01 -3.996357e-01 2.759277e+00,-1.521142e-01 -4.004756e-01 2.760360e+00,-1.495615e-01 -4.011759e-01 2.763717e+00,-1.493180e-01 -4.011300e-01 2.766245e+00,-1.499020e-01 -4.022948e-01 2.769606e+00,-1.496114e-01 -4.021379e-01 2.771341e+00,-1.500240e-01 -4.029802e-01 2.772228e+00,-1.505851e-01 -4.025925e-01 2.774928e+00,-1.513654e-01 -4.018490e-01 2.775932e+00,-1.528388e-01 -4.009037e-01 2.776794e+00,-1.534297e-01 -4.009105e-01 2.777023e+00,-1.537687e-01 -4.010036e-01 2.776837e+00,-1.544650e-01 -4.010485e-01 2.775428e+00,-1.552931e-01 -3.999168e-01 2.771493e+00,-1.558145e-01 -3.997577e-01 2.770032e+00,-1.562653e-01 -3.998127e-01 2.767689e+00,-1.567004e-01 -3.961038e-01 2.764882e+00,-1.567431e-01 -3.942905e-01 2.763219e+00,-1.570647e-01 -3.948660e-01 2.762129e+00,-1.571433e-01 -3.933766e-01 2.761634e+00,-1.573911e-01 -3.945899e-01 2.760494e+00,-1.574273e-01 -3.943992e-01 2.760300e+00,-1.574223e-01 -3.936778e-01 2.760182e+00,-1.577896e-01 -3.929600e-01 2.760246e+00,-1.579454e-01 -3.933322e-01 2.760610e+00,-1.580245e-01 -3.929157e-01 2.760869e+00,-1.580487e-01 -3.918296e-01 2.761180e+00,-1.579251e-01 -3.915058e-01 2.761360e+00,-1.576593e-01 -3.903696e-01 2.761750e+00,-1.575873e-01 -3.903293e-01 2.761730e+00,-1.576986e-01 -3.915382e-01 2.760997e+00,-1.575771e-01 -3.909101e-01 2.761450e+00,-1.576567e-01 -3.919460e-01 2.761706e+00
-1.611226e-01 -5.842788e-01 2.686480e+00,-1.609212e-01 -5.840713e-01 2.686692e+00,-1.608911e-01 -5.835895e-01 2.687083e+00,-1.610392e-01 -5.845699e-01 2.686717e+00,-1.604523e-01 -5.798274e-01 2.688739e+00,-1.606884e-01 -5.816757e-01 2.688162e+00,-1.612469e-01 -5.830117e-01 2.687640e+00,-1.623536e-01 -5.819101e-01 2.687591e+00,-1.627928e-01 -5.822092e-01 2.687507e+00,-1.632690e-01 -5.829581e-01 2.686956e+00,-1.633445e-01 -5.833094e-01 2.686827e+00,-1.634924e-01 -5.842478e-01 2.686382e+00,-1.634778e-01 -5.848947e-01 2.686037e+00,-1.616669e-01 -5.854571e-01 2.685205e+00,-1.615081e-01 -5.872974e-01 2.684437e+00,-1.611939e-01 -5.875493e-01 2.684255e+00,-1.611777e-01 -5.917141e-01 2.682581e+00,-1.597615e-01 -5.935295e-01 2.681418e+00,-1.579829e-01 -5.938663e-01 2.680990e+00,-1.580081e-01 -5.931437e-01 2.680721e+00,-1.574027e-01 -5.923282e-01 2.681183e+00,-1.586672e-01 -5.931035e-01 2.683639e+00,-1.596768e-01 -5.934750e-01 2.686908e+00,-1.620935e-01 -5.959125e-01 2.692450e+00,-1.644060e-01 -5.967345e-01 2.699009e+00,-1.649997e-01 -5.967569e-01 2.702306e+00,-1.677711e-01 -5.959776e-01 2.703957e+00,-1.681968e-01 -5.958595e-01 2.703740e+00,-1.689908e-01 -5.957718e-01 2.703103e+00,-1.693346e-01 -5.958118e-01 2.701592e+00,-1.672310e-01 -5.941256e-01 2.695317e+00,-1.634172e-01 -5.927663e-01 2.689725e+00,-1.627410e-01 -5.927708e-01 2.687119e+00,-1.625462e-01 -5.892735e-01 2.684799e+00,-1.626391e-01 -5.876647e-01 2.683697e+00,-1.630816e-01 -5.882270e-01 2.682586e+00,-1.631316e-01 -5.870206e-01 2.682877e+00,-1.631714e-01 -5.885237e-01 2.682567e+00,-1.634390e-01 -5.884627e-01 2.682771e+00,-1.638831e-01 -5.880377e-01 2.683564e+00,-1.647158e-01 -5.877549e-01 2.684978e+00,-1.650182e-01 -5.879196e-01 2.684740e+00,-1.649995e-01 -5.874750e-01 2.684862e+00,-1.651957e-01 -5.864599e-01 2.685393e+00,-1.652485e-01 -5.863072e-01 2.686109e+00,-1.650291e-01 -5.853329e-01 2.686984e+00,-1.648793e-01 -5.853184e-01 2.687033e+00,-1.648537e-01 -5.866032e-01 2.686531e+00,-1.643572e-01 -5.858633e-01 2.686589e+00,-1.644262e-01 -5.867285e-01 2.686337e+00
-1.492794e-01 -6.093557e-01 2.680406e+00,-1.492930e-01 -6.096116e-01 2.680670e+00,-1.484677e-01 -6.097617e-01 2.683402e+00,-1.488232e-01 -6.098540e-01 2.680826e+00,-1.492796e-01 -6.094923e-01 2.678951e+00,-1.498596e-01 -6.090801e-01 2.679954e+00,-1.509297e-01 -6.093105e-01 2.680139e+00,-1.521171e-01 -6.089215e-01 2.680959e+00,-1.528327e-01 -6.093769e-01 2.681150e+00,-1.513309e-01 -6.092177e-01 2.679668e+00,-1.516096e-01 -6.085151e-01 2.677070e+00,-1.485462e-01 -6.100050e-01 2.676786e+00,-1.485193e-01 -6.098197e-01 2.676506e+00,-1.483971e-01 -6.104858e-01 2.678564e+00,-1.483765e-01 -6.108910e-01 2.676542e+00,-1.471913e-01 -6.105644e-01 2.677583e+00,-1.465467e-01 -6.089548e-01 2.678629e+00,-1.452391e-01 -6.086951e-01 2.675346e+00,-1.457522e-01 -6.092223e-01 2.676189e+00,-1.469305e-01 -6.074743e-01 2.676656e+00,-1.462954e-01 -6.080118e-01 2.677071e+00,-1.464577e-01 -6.097696e-01 2.684441e+00,-1.468481e-01 -6.106919e-01 2.688559e+00,-1.487804e-01 -6.102315e-01 2.693530e+00,-1.552872e-01 -6.130773e-01 2.699859e+00,-1.558105e-01 -6.140478e-01 2.702105e+00,-1.571210e-01 -6.136503e-01 2.697763e+00,-1.583223e-01 -6.150153e-01 2.697486e+00,-1.589368e-01 -6.159036e-01 2.693399e+00,-1.577777e-01 -6.174331e-01 2.688536e+00,-1.548577e-01 -6.147453e-01 2.678714e+00,-1.529760e-01 -6.108329e-01 2.676642e+00,-1.510635e-01 -6.152824e-01 2.673248e+00,-1.469714e-01 -6.145634e-01 2.671653e+00,-1.472352e-01 -6.141323e-01 2.670176e+00,-1.484153e-01 -6.106055e-01 2.672825e+00,-1.499579e-01 -6.110509e-01 2.672893e+00,-1.509174e-01 -6.122194e-01 2.676266e+00,-1.528515e-01 -6.125434e-01 2.676622e+00,-1.525070e-01 -6.119095e-01 2.678465e+00,-1.548418e-01 -6.173279e-01 2.680426e+00,-1.558491e-01 -6.098469e-01 2.679495e+00,-1.557553e-01 -6.104867e-01 2.679794e+00,-1.550817e-01 -6.111099e-01 2.676341e+00,-1.545734e-01 -6.110078e-01 2.679131e+00,-1.537139e-01 -6.128314e-01 2.680004e+00,-1.538623e-01 -6.137233e-01 2.678517e+00,-1.535259e-01 -6.164460e-01 2.679233e+00,-1.502199e-01 -6.163132e-01 2.677559e+00,-1.496118e-01 -6.160357e-01 2.678891e+00
1.819441e-01 -1.647822e-01 2.770420e+00,1.827154e-01 -1.661659e-01 2.770185e+00,1.830278e-01 -1.664800e-01 2.770187e+00,1.837914e-01 -1.668428e-01 2.770280e+00,1.846185e-01 -1.664862e-01 2.770415e+00,1.854330e-01 -1.656331e-01 2.771013e+00,1.858029e-01 -1.648851e-01 2.771161e+00,1.858957e-01 -1.637443e-01 2.770985e+00,1.859275e-01 -1.637771e-01 2.771026e+00,1.879169e-01 -1.657655e-01 2.771713e+00,1.890040e-01 -1.656608e-01 2.771488e+00,1.910456e-01 -1.659598e-01 2.770369e+00,1.789963e-01 -1.701966e-01 2.741374e+00,1.748586e-01 -1.716238e-01 2.735975e+00,1.727540e-01 -1.737909e-01 2.731091e+00,1.720717e-01 -1.740276e-01 2.729615e+00,1.684046e-01 -1.773055e-01 2.726331e+00,1.620177e-01 -1.920847e-01 2.721578e+00,1.597075e-01 -1.933519e-01 2.720041e+00,1.565317e-01 -1.930339e-01 2.717767e+00,1.553060e-01 -1.923203e-01 2.716980e+00,1.548468e-01 -1.922653e-01 2.716381e+00,1.544648e-01 -1.924890e-01 2.715935e+00,1.539144e-01 -1.929787e-01 2.714908e+00,1.533949e-01 -1.928730e-01 2.714586e+00,1.532671e-01 -1.927494e-01 2.714572e+00,1.534076e-01 -1.926931e-01 2.714472e+00,1.535631e-01 -1.925305e-01 2.714529e+00,1.537973e-01 -1.928087e-01 2.714513e+00,1.540634e-01 -1.933085e-01 2.714551e+00,1.570684e-01 -1.870043e-01 2.716709e+00,1.595453e-01 -1.799954e-01 2.720960e+00,1.711151e-01 -1.566913e-01 2.738167e+00,1.746475e-01 -1.569054e-01 2.743406e+00,1.823124e-01 -1.644875e-01 2.752383e+00,1.832804e-01 -1.655367e-01 2.755090e+00,1.839896e-01 -1.645504e-01 2.757087e+00,1.838957e-01 -1.638351e-01 2.757855e+00,1.836287e-01 -1.635995e-01 2.758670e+00,1.836805e-01 -1.639295e-01 2.759877e+00,1.828778e-01 -1.636304e-01 2.760589e+00,1.824291e-01 -1.643427e-01 2.761071e+00,1.823015e-01 -1.643969e-01 2.761317e+00,1.819103e-01 -1.640511e-01 2.762319e+00,1.818646e-01 -1.640123e-01 2.762642e+00,1.814327e-01 -1.640497e-01 2.763568e+00,1.814264e-01 -1.642213e-01 2.763766e+00,1.813261e-01 -1.639432e-01 2.764240e+00,1.811169e-01 -1.641128e-01 2.764649e+00,1.811796e-01 -1.643133e-01 2.764961e+00
2.168169e-01 -4.094901e-01 2.795136e+00,2.179558e-01 -4.097224e-01 2.794942e+00,2.192957e-01 -4.091372e-01 2.796422e+00,2.240143e-01 -4.048284e-01 2.805877e+00,2.288264e-01 -3.850451e-01 2.825718e+00,2.282605e-01 -3.764042e-01 2.828195e+00,2.264897e-01 -3.644208e-01 2.826994e+00,2.206715e-01 -3.619430e-01 2.818117e+00,2.227830e-01 -3.652617e-01 2.808488e+00,2.313308e-01 -3.650702e-01 2.814590e+00,2.434714e-01 -3.667785e-01 2.766643e+00,2.571778e-01 -3.610302e-01 2.742528e+00,2.695122e-01 -3.512351e-01 2.685226e+00,2.841694e-01 -3.194418e-01 2.626371e+00,2.539967e-01 -2.567868e-01 2.545180e+00,2.013429e-01 -1.834459e-01 2.510361e+00,1.897011e-01 -1.676524e-01 2.496238e+00,1.725616e-01 -1.273537e-01 2.466231e+00,1.755280e-01 -1.156196e-01 2.459646e+00,1.710808e-01 -1.189614e-01 2.507040e+00,1.776369e-01 -1.188004e-01 2.509636e+00,1.777959e-01 -1.181988e-01 2.509313e+00,1.776772e-01 -1.181034e-01 2.509018e+00,1.825916e-01 -1.183635e-01 2.508820e+00,1.808946e-01 -1.175646e-01 2.457300e+00,1.895055e-01 -1.219431e-01 2.459681e+00,2.058595e-01 -1.557841e-01 2.465860e+00,2.158017e-01 -1.795844e-01 2.471981e+00,2.212950e-01 -1.884277e-01 2.480189e+00,2.378303e-01 -2.485922e-01 2.518937e+00,2.432886e-01 -2.704769e-01 2.533446e+00,2.472183e-01 -3.013989e-01 2.563364e+00,2.362533e-01 -2.874149e-01 2.576697e+00,2.411367e-01 -3.337308e-01 2.621549e+00,2.362915e-01 -3.424962e-01 2.596494e+00,2.388065e-01 -3.582874e-01 2.785905e+00,2.377479e-01 -3.582855e-01 2.785994e+00,2.348275e-01 -3.576286e-01 2.789663e+00,2.293333e-01 -3.607231e-01 2.796100e+00,2.276161e-01 -3.733337e-01 2.796247e+00,2.258945e-01 -3.893021e-01 2.794785e+00,2.237295e-01 -4.022796e-01 2.792907e+00,2.233786e-01 -4.027436e-01 2.794110e+00,2.229562e-01 -4.061810e-01 2.795536e+00,2.226773e-01 -4.057020e-01 2.795848e+00,2.224243e-01 -4.057898e-01 2.796157e+00,2.222055e-01 -4.059063e-01 2.796026e+00,2.221145e-01 -4.059167e-01 2.795947e+00,2.211280e-01 -4.067066e-01 2.795617e+00,2.201539e-01 -4.068660e-01 2.795722e+00
2.228315e-01 -6.077513e-01 2.731875e+00,2.346739e-01 -6.089333e-01 2.738169e+00,2.366953e-01 -6.077071e-01 2.737132e+00,2.055938e-01 -5.869481e-01 2.701950e+00,2.289944e-01 -5.436991e-01 2.684573e+00,2.535006e-01 -4.833348e-01 2.644095e+00,2.708849e-01 -4.189304e-01 2.623422e+00,2.954817e-01 -3.439252e-01 2.616770e+00,3.048535e-01 -2.750894e-01 2.631446e+00,3.064958e-01 -2.316784e-01 2.664915e+00,2.920528e-01 -1.803684e-01 2.678383e+00,2.667277e-01 -1.643516e-01 2.665005e+00,2.461858e-01 -1.457666e-01 2.649405e+00,1.872897e-01 -1.350613e-01 2.605108e+00,1.390916e-01 -8.489399e-02 2.560326e+00,1.400347e-01 -1.001807e-01 2.460142e+00,1.410977e-01 -1.132472e-01 2.440289e+00,1.055274e-01 -7.985575e-02 2.266503e+00,1.140473e-01 -8.481867e-02 2.254787e+00,1.098313e-01 -8.336611e-02 2.297683e+00,1.063055e-01 -8.408698e-02 2.308746e+00,7.618943e-02 -1.036460e-01 2.319667e+00,1.266802e-01 -6.906156e-02 2.300975e+00,1.463772e-01 -6.271166e-02 2.296042e+00,1.249512e-01 -5.774642e-02 2.257469e+00,1.320324e-01 -5.799219e-02 2.261617e+00,1.556623e-01 -9.135801e-02 2.345460e+00,1.597474e-01 -1.038076e-01 2.365178e+00,1.738287e-01 -1.225973e-01 2.401134e+00,1.786725e-01 -1.499256e-01 2.434924e+00,2.045262e-01 -2.059136e-01 2.481987e+00,2.034356e-01 -2.208092e-01 2.496062e+00,1.492351e-01 -1.498110e-01 2.437358e+00,1.491828e-01 -2.489492e-01 2.446092e+00,1.489787e-01 -2.543974e-01 2.420253e+00,1.823289e-01 -3.740143e-01 2.560730e+00,2.286715e-01 -4.101464e-01 2.576751e+00,2.377396e-01 -4.601849e-01 2.601053e+00,2.270959e-01 -5.184758e-01 2.653740e+00,2.361846e-01 -5.426632e-01 2.669557e+00,2.506475e-01 -5.745017e-01 2.699006e+00,2.549812e-01 -5.955346e-01 2.720731e+00,2.533571e-01 -5.974101e-01 2.725868e+00,2.531939e-01 -6.020594e-01 2.731814e+00,2.529882e-01 -6.016716e-01 2.732505e+00,2.524899e-01 -6.026261e-01 2.736040e+00,2.469815e-01 -6.033224e-01 2.735216e+00,2.450722e-01 -6.035336e-01 2.735037e+00,2.274603e-01 -6.043107e-01 2.729759e+00,1.834802e-01 -5.924103e-01 2.704644e+00
