5.305821e-02 -4.422316e-01 2.840186e+00,5.304766e-02 -4.422290e-01 2.840222e+00,5.309751e-02 -4.422741e-01 2.840256e+00,5.292258e-02 -4.422546e-01 2.840221e+00,5.292684e-02 -4.422403e-01 2.840209e+00,5.282401e-02 -4.422149e-01 2.840202e+00,5.252279e-02 -4.419708e-01 2.840281e+00,5.249129e-02 -4.418534e-01 2.840319e+00,5.228296e-02 -4.410704e-01 2.840986e+00,5.200732e-02 -4.407637e-01 2.841378e+00,5.135086e-02 -4.390986e-01 2.843401e+00,5.125557e-02 -4.391609e-01 2.843817e+00,5.087527e-02 -4.411503e-01 2.844376e+00,4.943259e-02 -4.518246e-01 2.844456e+00,4.976814e-02 -4.547408e-01 2.844287e+00,4.962444e-02 -4.558904e-01 2.844216e+00,4.948062e-02 -4.555833e-01 2.844331e+00,4.941354e-02 -4.550851e-01 2.844486e+00,4.922298e-02 -4.537840e-01 2.844624e+00,4.921554e-02 -4.535554e-01 2.844789e+00,4.912028e-02 -4.534054e-01 2.844698e+00,4.899498e-02 -4.540876e-01 2.844781e+00,4.898546e-02 -4.542916e-01 2.844821e+00,4.878203e-02 -4.550218e-01 2.844547e+00,4.888898e-02 -4.528150e-01 2.844507e+00,4.890586e-02 -4.516962e-01 2.844641e+00,4.878597e-02 -4.503781e-01 2.844415e+00,4.859239e-02 -4.483019e-01 2.843977e+00,4.848000e-02 -4.473030e-01 2.843771e+00,4.892419e-02 -4.430092e-01 2.843852e+00,4.920763e-02 -4.407905e-01 2.843680e+00,4.935060e-02 -4.387916e-01 2.843557e+00,4.928870e-02 -4.385183e-01 2.843368e+00,4.926857e-02 -4.385816e-01 2.843296e+00,4.946407e-02 -4.390426e-01 2.842424e+00,4.947726e-02 -4.391686e-01 2.842188e+00,4.960039e-02 -4.395315e-01 2.842049e+00,4.988662e-02 -4.402307e-01 2.841516e+00,4.995997e-02 -4.404449e-01 2.841322e+00,5.074384e-02 -4.410437e-01 2.841096e+00,5.091076e-02 -4.411748e-01 2.841090e+00,5.131970e-02 -4.415232e-01 2.840953e+00,5.168709e-02 -4.417598e-01 2.840858e+00,5.171446e-02 -4.418104e-01 2.840861e+00,5.185658e-02 -4.418748e-01 2.840699e+00,5.191566e-02 -4.419031e-01 2.840707e+00,5.216777e-02 -4.420409e-01 2.840671e+00,5.220516e-02 -4.420646e-01 2.840723e+00,5.254845e-02 -4.421874e-01 2.840470e+00,5.273636e-02 -4.422964e-01 2.840290e+00
5.370446e-02 -9.341113e-02 2.863607e+00,5.383174e-02 -9.341055e-02 2.863955e+00,5.392878e-02 -9.343427e-02 2.864168e+00,5.394784e-02 -9.346519e-02 2.864368e+00,5.405198e-02 -9.346040e-02 2.864558e+00,5.408025e-02 -9.337868e-02 2.864749e+00,5.422970e-02 -9.324184e-02 2.865570e+00,5.424456e-02 -9.316604e-02 2.865813e+00,5.442872e-02 -9.275509e-02 2.866716e+00,5.433448e-02 -9.271131e-02 2.867065e+00,5.392964e-02 -9.214205e-02 2.869544e+00,5.395514e-02 -9.236321e-02 2.870045e+00,5.389940e-02 -9.283043e-02 2.870606e+00,5.387740e-02 -9.329394e-02 2.869704e+00,5.447091e-02 -9.495109e-02 2.867599e+00,5.378241e-02 -9.207279e-02 2.863198e+00,5.164650e-02 -9.039503e-02 2.862234e+00,5.060491e-02 -8.918181e-02 2.861599e+00,4.682112e-02 -8.950551e-02 2.864421e+00,4.662459e-02 -8.961060e-02 2.864735e+00,4.602933e-02 -8.844360e-02 2.863443e+00,4.617857e-02 -8.835064e-02 2.862841e+00,4.711581e-02 -8.783928e-02 2.861978e+00,4.757586e-02 -8.732026e-02 2.860667e+00,4.713448e-02 -8.753737e-02 2.861750e+00,4.701557e-02 -8.855278e-02 2.863739e+00,4.709721e-02 -8.898615e-02 2.864633e+00,4.774403e-02 -8.970395e-02 2.865430e+00,4.804708e-02 -9.005191e-02 2.865782e+00,4.860749e-02 -9.028029e-02 2.866436e+00,4.876972e-02 -9.023225e-02 2.866611e+00,4.918835e-02 -9.018325e-02 2.866785e+00,4.922221e-02 -9.019165e-02 2.866794e+00,4.941072e-02 -9.032986e-02 2.866767e+00,4.993220e-02 -9.086295e-02 2.866163e+00,4.998910e-02 -9.108450e-02 2.866017e+00,5.011960e-02 -9.126315e-02 2.866006e+00,5.033204e-02 -9.186312e-02 2.865510e+00,5.046473e-02 -9.222360e-02 2.865282e+00,5.080968e-02 -9.297912e-02 2.864562e+00,5.088433e-02 -9.307700e-02 2.864413e+00,5.123308e-02 -9.345614e-02 2.863748e+00,5.142697e-02 -9.369832e-02 2.863464e+00,5.149858e-02 -9.384047e-02 2.863211e+00,5.172356e-02 -9.398174e-02 2.862579e+00,5.182492e-02 -9.394372e-02 2.862326e+00,5.200551e-02 -9.401466e-02 2.862190e+00,5.202052e-02 -9.401289e-02 2.862180e+00,5.227004e-02 -9.404715e-02 2.861979e+00,5.270190e-02 -9.411153e-02 2.861653e+00
5.428924e-02 2.470370e-01 2.871430e+00,5.473424e-02 2.469481e-01 2.872530e+00,5.484749e-02 2.469624e-01 2.873047e+00,5.521957e-02 2.467314e-01 2.873874e+00,5.550983e-02 2.466365e-01 2.874566e+00,5.579284e-02 2.468469e-01 2.875137e+00,5.675210e-02 2.466532e-01 2.877235e+00,5.674310e-02 2.466363e-01 2.877594e+00,5.708321e-02 2.467005e-01 2.878393e+00,5.705003e-02 2.465769e-01 2.878611e+00,5.668685e-02 2.459694e-01 2.881313e+00,5.678869e-02 2.456079e-01 2.881745e+00,5.684208e-02 2.458563e-01 2.882410e+00,5.773453e-02 2.539434e-01 2.876906e+00,5.891911e-02 2.540357e-01 2.872273e+00,5.609725e-02 2.701512e-01 2.858996e+00,5.177293e-02 2.710000e-01 2.858407e+00,5.009862e-02 2.715484e-01 2.857956e+00,3.807485e-02 2.635190e-01 2.870917e+00,3.824173e-02 2.632172e-01 2.871164e+00,3.983493e-02 2.684587e-01 2.865605e+00,4.166534e-02 2.702071e-01 2.862684e+00,4.602869e-02 2.726797e-01 2.859771e+00,4.760167e-02 2.742685e-01 2.857964e+00,4.379585e-02 2.652993e-01 2.866972e+00,4.386071e-02 2.598941e-01 2.872679e+00,4.459302e-02 2.577626e-01 2.874863e+00,4.751258e-02 2.543892e-01 2.876322e+00,4.861697e-02 2.528085e-01 2.876958e+00,4.963755e-02 2.505807e-01 2.877694e+00,4.985694e-02 2.497896e-01 2.877929e+00,5.065759e-02 2.487239e-01 2.877851e+00,5.074858e-02 2.485278e-01 2.877832e+00,5.115457e-02 2.483492e-01 2.877613e+00,5.172265e-02 2.478129e-01 2.876508e+00,5.170190e-02 2.474871e-01 2.876250e+00,5.173292e-02 2.474690e-01 2.876232e+00,5.163116e-02 2.469806e-01 2.875202e+00,5.171084e-02 2.465350e-01 2.874825e+00,5.130912e-02 2.455164e-01 2.872886e+00,5.121868e-02 2.454871e-01 2.872360e+00,5.138763e-02 2.451854e-01 2.870684e+00,5.136960e-02 2.449676e-01 2.870176e+00,5.144287e-02 2.447764e-01 2.869362e+00,5.164467e-02 2.446784e-01 2.868246e+00,5.174712e-02 2.449904e-01 2.867394e+00,5.184529e-02 2.449983e-01 2.867274e+00,5.185768e-02 2.450389e-01 2.867222e+00,5.198247e-02 2.450768e-01 2.867146e+00,5.266505e-02 2.451395e-01 2.866728e+00
5.785388e-02 4.062507e-01 2.866504e+00,5.799408e-02 4.061510e-01 2.867183e+00,5.802102e-02 4.061364e-01 2.867407e+00,5.896565e-02 4.060581e-01 2.869109e+00,5.914519e-02 4.061853e-01 2.870186e+00,5.912408e-02 4.068269e-01 2.871105e+00,5.981040e-02 4.069200e-01 2.874647e+00,5.989602e-02 4.074712e-01 2.875638e+00,6.010773e-02 4.080021e-01 2.877971e+00,6.012731e-02 4.080938e-01 2.878344e+00,6.025241e-02 4.087832e-01 2.880825e+00,5.998014e-02 4.085174e-01 2.881472e+00,5.994126e-02 4.085066e-01 2.881495e+00,5.909486e-02 4.076802e-01 2.882756e+00,5.894117e-02 4.078130e-01 2.882657e+00,5.779299e-02 4.138060e-01 2.881462e+00,5.708078e-02 4.150016e-01 2.882258e+00,5.646089e-02 4.156929e-01 2.882419e+00,5.536295e-02 4.111135e-01 2.884377e+00,5.439508e-02 4.114211e-01 2.885106e+00,5.406926e-02 4.126393e-01 2.884464e+00,5.406515e-02 4.131207e-01 2.884305e+00,5.403042e-02 4.165411e-01 2.883418e+00,5.401748e-02 4.182063e-01 2.881470e+00,5.335500e-02 4.115488e-01 2.883042e+00,5.315344e-02 4.111906e-01 2.883058e+00,5.290393e-02 4.108341e-01 2.882498e+00,5.254977e-02 4.103782e-01 2.882320e+00,5.251272e-02 4.101515e-01 2.882172e+00,5.247525e-02 4.100330e-01 2.881781e+00,5.271886e-02 4.096884e-01 2.881100e+00,5.266551e-02 4.097223e-01 2.880665e+00,5.262234e-02 4.095953e-01 2.880276e+00,5.256058e-02 4.094908e-01 2.879580e+00,5.271899e-02 4.097021e-01 2.877548e+00,5.247539e-02 4.095446e-01 2.876768e+00,5.229936e-02 4.094786e-01 2.876501e+00,5.187255e-02 4.089873e-01 2.873953e+00,5.151479e-02 4.087958e-01 2.873067e+00,5.139817e-02 4.073265e-01 2.870363e+00,5.129646e-02 4.074712e-01 2.868861e+00,5.114098e-02 4.071274e-01 2.866987e+00,5.105466e-02 4.066235e-01 2.865240e+00,5.103288e-02 4.065272e-01 2.864404e+00,5.090196e-02 4.066646e-01 2.862697e+00,5.099960e-02 4.067860e-01 2.861995e+00,5.108605e-02 4.066994e-01 2.861445e+00,5.112920e-02 4.067337e-01 2.861176e+00,5.116525e-02 4.065048e-01 2.860996e+00,5.154746e-02 4.061263e-01 2.860787e+00
-1.402095e-01 1.113144e-01 2.860850e+00,-1.400949e-01 1.115815e-01 2.861400e+00,-1.401110e-01 1.114940e-01 2.861710e+00,-1.398986e-01 1.131548e-01 2.863626e+00,-1.398513e-01 1.145576e-01 2.865142e+00,-1.400543e-01 1.161927e-01 2.866864e+00,-1.396561e-01 1.181110e-01 2.869187e+00,-1.394748e-01 1.184340e-01 2.869591e+00,-1.386008e-01 1.187732e-01 2.870222e+00,-1.377064e-01 1.180809e-01 2.870664e+00,-1.368342e-01 1.179566e-01 2.870553e+00,-1.368011e-01 1.178966e-01 2.870494e+00,-1.367182e-01 1.183287e-01 2.870368e+00,-1.369941e-01 1.187478e-01 2.869603e+00,-1.370809e-01 1.186852e-01 2.868804e+00,-1.376341e-01 1.188091e-01 2.867753e+00,-1.377989e-01 1.188454e-01 2.867329e+00,-1.374579e-01 1.193457e-01 2.866660e+00,-1.372705e-01 1.195167e-01 2.865670e+00,-1.373201e-01 1.195031e-01 2.865549e+00,-1.374466e-01 1.198525e-01 2.864581e+00,-1.375456e-01 1.201685e-01 2.864557e+00,-1.377973e-01 1.200329e-01 2.864136e+00,-1.381156e-01 1.199465e-01 2.863800e+00,-1.381440e-01 1.200444e-01 2.863688e+00,-1.378899e-01 1.199460e-01 2.863256e+00,-1.378351e-01 1.199113e-01 2.863079e+00,-1.376237e-01 1.195646e-01 2.862643e+00,-1.375867e-01 1.195336e-01 2.862634e+00,-1.368241e-01 1.197309e-01 2.861782e+00,-1.367835e-01 1.197498e-01 2.861799e+00,-1.367730e-01 1.189921e-01 2.862056e+00,-1.368296e-01 1.186694e-01 2.862249e+00,-1.365782e-01 1.175152e-01 2.862413e+00,-1.365675e-01 1.174682e-01 2.862563e+00,-1.367476e-01 1.179996e-01 2.862864e+00,-1.374464e-01 1.167135e-01 2.863279e+00,-1.387058e-01 1.150036e-01 2.863821e+00,-1.394607e-01 1.136743e-01 2.864073e+00,-1.408209e-01 1.114701e-01 2.863997e+00,-1.412985e-01 1.109700e-01 2.863917e+00,-1.418106e-01 1.101380e-01 2.863806e+00,-1.420188e-01 1.093832e-01 2.863189e+00,-1.420114e-01 1.091275e-01 2.863050e+00,-1.423715e-01 1.083187e-01 2.862311e+00,-1.424616e-01 1.080554e-01 2.862061e+00,-1.424088e-01 1.075517e-01 2.861514e+00,-1.424282e-01 1.075369e-01 2.861511e+00,-1.425233e-01 1.071371e-01 2.861066e+00,-1.423732e-01 1.073598e-01 2.860690e+00
-1.667676e-01 -1.590846e-01 2.845415e+00,-1.663986e-01 -1.597577e-01 2.844752e+00,-1.658792e-01 -1.612785e-01 2.843149e+00,-1.655148e-01 -1.613725e-01 2.843047e+00,-1.650705e-01 -1.611761e-01 2.843049e+00,-1.644859e-01 -1.606598e-01 2.843052e+00,-1.643683e-01 -1.544517e-01 2.845277e+00,-1.788063e-01 -1.187423e-01 2.848478e+00,-1.863160e-01 -1.075101e-01 2.836331e+00,-1.967012e-01 -1.042776e-01 2.823908e+00,-2.026014e-01 -9.438132e-02 2.786285e+00,-2.046056e-01 -9.316620e-02 2.784264e+00,-2.059682e-01 -9.037799e-02 2.778574e+00,-1.945997e-01 -8.610073e-02 2.759231e+00,-1.927435e-01 -8.450689e-02 2.753717e+00,-1.782158e-01 -7.819326e-02 2.734252e+00,-1.742341e-01 -7.777177e-02 2.731800e+00,-1.691659e-01 -7.614903e-02 2.727935e+00,-1.674431e-01 -7.700091e-02 2.728184e+00,-1.673318e-01 -7.810418e-02 2.729806e+00,-1.707406e-01 -7.940945e-02 2.732538e+00,-1.743103e-01 -7.933252e-02 2.734013e+00,-1.750020e-01 -7.915147e-02 2.733188e+00,-1.770553e-01 -7.939451e-02 2.733720e+00,-1.765359e-01 -7.903660e-02 2.732961e+00,-1.756694e-01 -7.999438e-02 2.733828e+00,-1.749332e-01 -8.037989e-02 2.734042e+00,-1.831863e-01 -8.381668e-02 2.742724e+00,-1.901895e-01 -8.173444e-02 2.741990e+00,-1.986755e-01 -8.208001e-02 2.747591e+00,-2.004855e-01 -8.285221e-02 2.750519e+00,-2.009602e-01 -9.141165e-02 2.743994e+00,-1.684510e-01 -1.083770e-01 2.702032e+00,-2.129303e-01 -9.716298e-02 2.801576e+00,-2.313419e-01 -9.628347e-02 2.809762e+00,-2.056903e-01 -1.018870e-01 2.820030e+00,-2.011562e-01 -1.052710e-01 2.825994e+00,-1.926941e-01 -1.100490e-01 2.834445e+00,-1.857300e-01 -1.190803e-01 2.835855e+00,-1.791283e-01 -1.349123e-01 2.835438e+00,-1.768370e-01 -1.392024e-01 2.835989e+00,-1.742876e-01 -1.470573e-01 2.838064e+00,-1.739117e-01 -1.496103e-01 2.840406e+00,-1.738318e-01 -1.508136e-01 2.841615e+00,-1.745354e-01 -1.546865e-01 2.844939e+00,-1.748013e-01 -1.555129e-01 2.845887e+00,-1.752281e-01 -1.560798e-01 2.848736e+00,-1.751429e-01 -1.558052e-01 2.850044e+00,-1.751036e-01 -1.557814e-01 2.850205e+00,-1.747187e-01 -1.556878e-01 2.850251e+00
-1.692831e-01 -3.762942e-01 2.758937e+00,-1.688322e-01 -3.771029e-01 2.758657e+00,-1.682828e-01 -3.788082e-01 2.757622e+00,-1.640485e-01 -3.780753e-01 2.755026e+00,-1.607098e-01 -3.755057e-01 2.748582e+00,-1.551988e-01 -3.707203e-01 2.738491e+00,-1.434592e-01 -3.405109e-01 2.699984e+00,-1.356203e-01 -2.913181e-01 2.690697e+00,-1.090564e-01 -2.212702e-01 2.639998e+00,-7.017519e-02 -1.671281e-01 2.630099e+00,-5.638907e-02 -5.665302e-02 2.600053e+00,-5.662902e-02 -7.477912e-03 2.617238e+00,-4.904569e-02 4.392309e-02 2.623125e+00,-4.285382e-02 1.073504e-01 2.642015e+00,-4.223642e-02 1.075143e-01 2.642510e+00,-2.305447e-03 1.224294e-01 2.642352e+00,-2.135545e-02 8.461941e-02 2.659043e+00,-1.748436e-02 8.781424e-02 2.656487e+00,2.441507e-02 1.082648e-01 2.667408e+00,6.094834e-02 1.227483e-01 2.653175e+00,-2.866331e-02 9.671975e-02 2.673611e+00,6.355288e-03 1.141408e-01 2.624437e+00,5.913019e-03 1.147421e-01 2.623054e+00,5.617559e-03 1.148312e-01 2.622493e+00,1.154437e-02 1.159472e-01 2.636887e+00,-2.003142e-02 8.117412e-02 2.664906e+00,-1.986649e-02 8.124171e-02 2.664855e+00,-9.020596e-03 6.013195e-02 2.661571e+00,8.768330e-03 5.029453e-02 2.622465e+00,-5.813711e-03 1.885280e-02 2.607162e+00,-9.586703e-03 -3.497995e-03 2.598608e+00,-3.536299e-02 -8.184243e-02 2.571617e+00,2.354781e-03 -1.439271e-01 2.539114e+00,-8.325464e-02 -1.667242e-01 2.612377e+00,-1.191397e-01 -2.161034e-01 2.636149e+00,-1.330389e-01 -2.474774e-01 2.645299e+00,-1.442249e-01 -2.607922e-01 2.654308e+00,-1.574297e-01 -2.923446e-01 2.686646e+00,-1.586254e-01 -3.165613e-01 2.700861e+00,-1.640004e-01 -3.405284e-01 2.721755e+00,-1.675124e-01 -3.483077e-01 2.729059e+00,-1.742754e-01 -3.643502e-01 2.751569e+00,-1.757130e-01 -3.671277e-01 2.754658e+00,-1.780522e-01 -3.700182e-01 2.761274e+00,-1.810887e-01 -3.750659e-01 2.768848e+00,-1.818492e-01 -3.759097e-01 2.769933e+00,-1.818988e-01 -3.759314e-01 2.770870e+00,-1.818172e-01 -3.753655e-01 2.771197e+00,-1.816897e-01 -3.752079e-01 2.770903e+00,-1.789210e-01 -3.743747e-01 2.768333e+00
-1.541749e-01 -4.228514e-01 2.746181e+00,-1.527244e-01 -4.230830e-01 2.747165e+00,-1.517506e-01 -4.222984e-01 2.742201e+00,-1.446083e-01 -4.194132e-01 2.734461e+00,-1.398792e-01 -4.280167e-01 2.715408e+00,-1.314000e-01 -4.214706e-01 2.696397e+00,-1.030305e-01 -3.873710e-01 2.669821e+00,-9.915391e-02 -3.385105e-01 2.645055e+00,-7.972626e-02 -2.460264e-01 2.577323e+00,-6.318337e-02 -1.812179e-01 2.565922e+00,-2.668126e-02 -4.109349e-02 2.555690e+00,-2.357489e-02 1.709358e-02 2.569712e+00,-1.579911e-02 8.029275e-02 2.584033e+00,-7.969715e-03 1.587351e-01 2.594863e+00,-1.548536e-03 1.767562e-01 2.599781e+00,2.400569e-02 1.835624e-01 2.613884e+00,3.109825e-02 1.626437e-01 2.636947e+00,4.522945e-02 1.479627e-01 2.650470e+00,5.908459e-02 1.565524e-01 2.636468e+00,7.086051e-02 1.677333e-01 2.623411e+00,-1.474830e-03 1.279312e-01 2.635791e+00,3.101062e-02 1.656554e-01 2.598526e+00,2.275081e-02 1.658421e-01 2.593104e+00,3.167580e-02 1.652106e-01 2.595389e+00,6.028745e-02 1.557205e-01 2.625983e+00,5.056278e-02 1.151736e-01 2.640517e+00,5.182123e-02 1.132103e-01 2.637253e+00,5.007211e-02 1.042104e-01 2.610116e+00,4.695482e-02 8.894464e-02 2.592672e+00,3.235419e-02 4.068760e-02 2.553362e+00,2.448170e-02 1.174374e-02 2.547302e+00,8.521073e-02 -5.853634e-02 2.540479e+00,-2.559381e-02 -1.491462e-01 2.517241e+00,-6.088545e-02 -1.831563e-01 2.540248e+00,-1.020937e-01 -2.611938e-01 2.574499e+00,-1.176257e-01 -2.918275e-01 2.594702e+00,-1.263441e-01 -3.259395e-01 2.604454e+00,-1.383085e-01 -3.671452e-01 2.651854e+00,-1.329023e-01 -3.907185e-01 2.685473e+00,-1.396092e-01 -4.158169e-01 2.716112e+00,-1.593576e-01 -4.237069e-01 2.715015e+00,-1.635145e-01 -4.343363e-01 2.744352e+00,-1.644568e-01 -4.373535e-01 2.749490e+00,-1.654684e-01 -4.405941e-01 2.758663e+00,-1.663471e-01 -4.409592e-01 2.762979e+00,-1.667343e-01 -4.406473e-01 2.761393e+00,-1.651998e-01 -4.397513e-01 2.759611e+00,-1.632812e-01 -4.368880e-01 2.757294e+00,-1.617300e-01 -4.374785e-01 2.750650e+00,-1.575397e-01 -4.359605e-01 2.742517e+00
2.392245e-01 1.117930e-01 2.833642e+00,2.393741e-01 1.115859e-01 2.834117e+00,2.394393e-01 1.115222e-01 2.834398e+00,2.398055e-01 1.111319e-01 2.835252e+00,2.400204e-01 1.109210e-01 2.835724e+00,2.401116e-01 1.111551e-01 2.836999e+00,2.401975e-01 1.117581e-01 2.839135e+00,2.402199e-01 1.118930e-01 2.840555e+00,2.402160e-01 1.121829e-01 2.841890e+00,2.397633e-01 1.128033e-01 2.842742e+00,2.394554e-01 1.134141e-01 2.843238e+00,2.401656e-01 1.132239e-01 2.840989e+00,2.409175e-01 1.135929e-01 2.838828e+00,2.417137e-01 1.136702e-01 2.833569e+00,2.407912e-01 1.149273e-01 2.829719e+00,2.405971e-01 1.148118e-01 2.827971e+00,2.408414e-01 1.145745e-01 2.828143e+00,2.406387e-01 1.144060e-01 2.827980e+00,2.400282e-01 1.139195e-01 2.827723e+00,2.400762e-01 1.137842e-01 2.827962e+00,2.410664e-01 1.132840e-01 2.828443e+00,2.408023e-01 1.137928e-01 2.828048e+00,2.401628e-01 1.142442e-01 2.827336e+00,2.397263e-01 1.146287e-01 2.826869e+00,2.401499e-01 1.140032e-01 2.827455e+00,2.401338e-01 1.135115e-01 2.827609e+00,2.401325e-01 1.132948e-01 2.827703e+00,2.404332e-01 1.132308e-01 2.828109e+00,2.406993e-01 1.130314e-01 2.828367e+00,2.406013e-01 1.132747e-01 2.831409e+00,2.407438e-01 1.131314e-01 2.831441e+00,2.410992e-01 1.127233e-01 2.832869e+00,2.414224e-01 1.122521e-01 2.834509e+00,2.413838e-01 1.119386e-01 2.835120e+00,2.411754e-01 1.119622e-01 2.835486e+00,2.411568e-01 1.119787e-01 2.835494e+00,2.408248e-01 1.122410e-01 2.835716e+00,2.404621e-01 1.123297e-01 2.835094e+00,2.401905e-01 1.124715e-01 2.834804e+00,2.397196e-01 1.121120e-01 2.833472e+00,2.393852e-01 1.120002e-01 2.832801e+00,2.390223e-01 1.117565e-01 2.831877e+00,2.388701e-01 1.116829e-01 2.831181e+00,2.389269e-01 1.116883e-01 2.831134e+00,2.389378e-01 1.117222e-01 2.831066e+00,2.389672e-01 1.117453e-01 2.831031e+00,2.389435e-01 1.118449e-01 2.830953e+00,2.389445e-01 1.118554e-01 2.830931e+00,2.388594e-01 1.118775e-01 2.830743e+00,2.389173e-01 1.118556e-01 2.830557e+00
2.809673e-01 -1.575018e-01 2.837026e+00,2.808271e-01 -1.577496e-01 2.836882e+00,2.804829e-01 -1.580708e-01 2.836707e+00,2.795644e-01 -1.566328e-01 2.836320e+00,2.789388e-01 -1.556274e-01 2.835820e+00,2.788442e-01 -1.542695e-01 2.835708e+00,2.782503e-01 -1.448162e-01 2.836769e+00,2.779571e-01 -1.338964e-01 2.836927e+00,2.818252e-01 -1.151798e-01 2.834991e+00,2.946320e-01 -1.120335e-01 2.820824e+00,3.044757e-01 -1.055829e-01 2.786772e+00,3.020974e-01 -1.026964e-01 2.765924e+00,3.000316e-01 -1.024878e-01 2.761306e+00,3.012223e-01 -1.033606e-01 2.760064e+00,3.008511e-01 -1.008017e-01 2.751818e+00,3.003843e-01 -1.006079e-01 2.748673e+00,3.006007e-01 -1.007248e-01 2.748401e+00,2.991271e-01 -1.008952e-01 2.746996e+00,2.945717e-01 -1.017707e-01 2.744452e+00,2.934550e-01 -1.020958e-01 2.744329e+00,2.956968e-01 -1.032517e-01 2.748155e+00,2.958627e-01 -1.028885e-01 2.748656e+00,2.972248e-01 -1.030590e-01 2.752192e+00,2.970439e-01 -1.028515e-01 2.752665e+00,2.936481e-01 -1.038939e-01 2.751022e+00,2.934811e-01 -1.042049e-01 2.750371e+00,2.909342e-01 -1.047283e-01 2.749286e+00,2.883399e-01 -1.053513e-01 2.749267e+00,2.886021e-01 -1.058961e-01 2.750794e+00,2.905584e-01 -1.052153e-01 2.753989e+00,2.842038e-01 -1.082568e-01 2.759790e+00,2.993168e-01 -1.049698e-01 2.760590e+00,2.973055e-01 -1.077446e-01 2.769628e+00,3.281844e-01 -9.872773e-02 2.776218e+00,2.858978e-01 -1.151723e-01 2.811435e+00,2.856146e-01 -1.152395e-01 2.814481e+00,2.851132e-01 -1.149875e-01 2.818777e+00,2.810838e-01 -1.230010e-01 2.823642e+00,2.810288e-01 -1.258606e-01 2.824056e+00,2.805504e-01 -1.405359e-01 2.820613e+00,2.804931e-01 -1.454413e-01 2.819651e+00,2.804837e-01 -1.505825e-01 2.819566e+00,2.807402e-01 -1.519849e-01 2.820660e+00,2.812729e-01 -1.527910e-01 2.821810e+00,2.827453e-01 -1.540952e-01 2.826509e+00,2.829185e-01 -1.538987e-01 2.828758e+00,2.835039e-01 -1.541399e-01 2.831185e+00,2.836889e-01 -1.542319e-01 2.831542e+00,2.836765e-01 -1.542338e-01 2.831596e+00,2.834930e-01 -1.548067e-01 2.831647e+00
2.917434e-01 -3.750573e-01 2.752526e+00,2.907638e-01 -3.750753e-01 2.751532e+00,2.866936e-01 -3.745649e-01 2.748452e+00,2.811626e-01 -3.708030e-01 2.741394e+00,2.775942e-01 -3.660977e-01 2.731788e+00,2.698175e-01 -3.584599e-01 2.718701e+00,2.541249e-01 -3.153483e-01 2.672548e+00,2.414172e-01 -2.855363e-01 2.656058e+00,2.323401e-01 -2.089978e-01 2.619179e+00,1.827306e-01 -1.255143e-01 2.597304e+00,1.644394e-01 -4.684687e-02 2.601007e+00,7.593043e-02 3.867332e-02 2.602776e+00,1.221474e-01 6.566731e-02 2.643957e+00,1.640426e-01 6.764865e-02 2.673755e+00,1.662634e-01 7.651557e-02 2.676358e+00,1.521454e-01 6.808920e-02 2.680321e+00,1.542428e-01 8.178543e-02 2.691789e+00,1.537105e-01 8.164135e-02 2.691321e+00,1.237077e-01 4.327826e-02 2.674045e+00,1.252995e-01 4.595337e-02 2.673635e+00,1.532652e-01 7.270510e-02 2.687726e+00,1.549064e-01 7.397676e-02 2.687258e+00,1.628874e-01 7.792927e-02 2.687509e+00,1.603907e-01 7.628822e-02 2.687583e+00,1.161476e-01 2.947933e-02 2.673020e+00,1.148190e-01 2.813728e-02 2.673417e+00,1.075724e-01 1.696102e-02 2.665015e+00,1.126620e-01 1.907225e-02 2.651926e+00,1.136664e-01 1.847567e-02 2.651886e+00,8.552191e-02 1.188821e-02 2.605328e+00,8.880274e-02 -2.774429e-03 2.597546e+00,1.306858e-01 -7.528124e-02 2.593477e+00,1.785545e-01 -1.132869e-01 2.615862e+00,1.713177e-01 -1.432707e-01 2.600828e+00,2.158673e-01 -2.208534e-01 2.607571e+00,2.210278e-01 -2.433655e-01 2.622699e+00,2.385181e-01 -2.665290e-01 2.640147e+00,2.599649e-01 -3.064783e-01 2.674639e+00,2.655629e-01 -3.163810e-01 2.684261e+00,2.840777e-01 -3.450414e-01 2.703901e+00,2.882267e-01 -3.542285e-01 2.712142e+00,2.976100e-01 -3.665658e-01 2.731586e+00,3.011258e-01 -3.697305e-01 2.738920e+00,3.036754e-01 -3.713325e-01 2.743354e+00,3.045312e-01 -3.723358e-01 2.746870e+00,3.050609e-01 -3.722332e-01 2.749554e+00,3.037798e-01 -3.725120e-01 2.751484e+00,3.031565e-01 -3.728204e-01 2.752298e+00,3.010787e-01 -3.729678e-01 2.752220e+00,3.001587e-01 -3.734708e-01 2.751847e+00
