3.592760e-02 -5.625584e-01 2.791238e+00,3.582485e-02 -5.625869e-01 2.791197e+00,3.468065e-02 -5.623793e-01 2.789962e+00,3.322385e-02 -5.622212e-01 2.789004e+00,3.140397e-02 -5.619278e-01 2.786109e+00,2.946120e-02 -5.617167e-01 2.783578e+00,2.721357e-02 -5.615318e-01 2.780825e+00,2.473837e-02 -5.621518e-01 2.778710e+00,2.052144e-02 -5.627757e-01 2.773642e+00,1.748395e-02 -5.641785e-01 2.770176e+00,1.452249e-02 -5.630315e-01 2.765589e+00,9.741070e-03 -5.619546e-01 2.756573e+00,1.083754e-02 -5.587004e-01 2.750690e+00,1.126048e-02 -5.520446e-01 2.742548e+00,1.217601e-02 -5.500547e-01 2.742017e+00,1.398542e-02 -5.453022e-01 2.739702e+00,1.356327e-02 -5.291785e-01 2.737639e+00,1.504755e-02 -5.250596e-01 2.736808e+00,1.541306e-02 -5.284327e-01 2.736392e+00,1.638716e-02 -5.299265e-01 2.736324e+00,2.064864e-02 -5.562764e-01 2.739062e+00,2.051653e-02 -5.562195e-01 2.739313e+00,1.902106e-02 -5.534208e-01 2.740310e+00,1.881619e-02 -5.527653e-01 2.741429e+00,1.609361e-02 -5.533211e-01 2.747203e+00,1.621283e-02 -5.549694e-01 2.750462e+00,1.840439e-02 -5.574468e-01 2.758505e+00,1.992813e-02 -5.579928e-01 2.760895e+00,3.016460e-02 -5.590580e-01 2.769840e+00,3.368476e-02 -5.593187e-01 2.773426e+00,3.858121e-02 -5.592563e-01 2.777108e+00,4.194409e-02 -5.593116e-01 2.781339e+00,4.272055e-02 -5.592424e-01 2.782636e+00,4.517927e-02 -5.595337e-01 2.787320e+00,4.616211e-02 -5.597407e-01 2.789644e+00,4.616309e-02 -5.598485e-01 2.790405e+00,4.582981e-02 -5.599221e-01 2.792976e+00,4.545914e-02 -5.597044e-01 2.794641e+00,4.402933e-02 -5.586482e-01 2.796579e+00,4.302472e-02 -5.584229e-01 2.797167e+00,4.127597e-02 -5.580005e-01 2.798136e+00,4.002602e-02 -5.580366e-01 2.798665e+00,3.904585e-02 -5.578688e-01 2.798931e+00,3.672387e-02 -5.580492e-01 2.798591e+00
3.647555e-02 -2.710603e-01 2.816403e+00,3.617936e-02 -2.710816e-01 2.816350e+00,3.513639e-02 -2.708847e-01 2.815469e+00,3.429742e-02 -2.706472e-01 2.814621e+00,3.289929e-02 -2.704973e-01 2.812266e+00,3.167793e-02 -2.703308e-01 2.809792e+00,3.025981e-02 -2.698033e-01 2.806867e+00,2.904779e-02 -2.699965e-01 2.805306e+00,2.698363e-02 -2.701831e-01 2.800822e+00,2.517983e-02 -2.706627e-01 2.798409e+00,2.322433e-02 -2.699343e-01 2.795309e+00,2.006560e-02 -2.689857e-01 2.786267e+00,1.970424e-02 -2.651885e-01 2.781371e+00,2.053041e-02 -2.585289e-01 2.774686e+00,2.237116e-02 -2.534543e-01 2.771329e+00,2.513558e-02 -2.391586e-01 2.757211e+00,2.416769e-02 -2.320009e-01 2.749719e+00,2.262602e-02 -2.298387e-01 2.746936e+00,2.070614e-02 -2.338986e-01 2.744179e+00,2.003037e-02 -2.351702e-01 2.744695e+00,1.311169e-02 -2.522318e-01 2.746490e+00,1.313311e-02 -2.520459e-01 2.746974e+00,1.371352e-02 -2.494175e-01 2.748629e+00,1.422011e-02 -2.499635e-01 2.753414e+00,1.488379e-02 -2.535873e-01 2.761839e+00,1.629431e-02 -2.567618e-01 2.766607e+00,2.055182e-02 -2.609718e-01 2.776068e+00,2.259384e-02 -2.620530e-01 2.778763e+00,3.105869e-02 -2.643713e-01 2.787940e+00,3.373894e-02 -2.651680e-01 2.792227e+00,3.767956e-02 -2.654746e-01 2.796463e+00,4.203006e-02 -2.662009e-01 2.803559e+00,4.309959e-02 -2.664824e-01 2.806339e+00,4.478342e-02 -2.675095e-01 2.812722e+00,4.509323e-02 -2.678233e-01 2.815413e+00,4.504041e-02 -2.680014e-01 2.816670e+00,4.469183e-02 -2.682160e-01 2.820124e+00,4.399277e-02 -2.680831e-01 2.821933e+00,4.250168e-02 -2.674987e-01 2.823999e+00,4.158342e-02 -2.673562e-01 2.824515e+00,3.939699e-02 -2.668749e-01 2.825753e+00,3.852818e-02 -2.667692e-01 2.826210e+00,3.747988e-02 -2.666331e-01 2.826563e+00,3.520542e-02 -2.665165e-01 2.826479e+00
3.634158e-02 1.518497e-02 2.828779e+00,3.584689e-02 1.518459e-02 2.828710e+00,3.498862e-02 1.535358e-02 2.828129e+00,3.464624e-02 1.564122e-02 2.827332e+00,3.376125e-02 1.565346e-02 2.825448e+00,3.325200e-02 1.577198e-02 2.822959e+00,3.269622e-02 1.663133e-02 2.819740e+00,3.237079e-02 1.669275e-02 2.818634e+00,3.222470e-02 1.685210e-02 2.814581e+00,3.153875e-02 1.698983e-02 2.813164e+00,3.067246e-02 1.744566e-02 2.811491e+00,2.984984e-02 1.851106e-02 2.802155e+00,2.820748e-02 2.292823e-02 2.798270e+00,2.948916e-02 3.057045e-02 2.792420e+00,3.236726e-02 3.916861e-02 2.785178e+00,3.519697e-02 6.539924e-02 2.753242e+00,3.481675e-02 6.322408e-02 2.745426e+00,2.825546e-02 6.229647e-02 2.740066e+00,2.326381e-02 5.599427e-02 2.735054e+00,2.097753e-02 5.402818e-02 2.737976e+00,3.922403e-03 4.073450e-02 2.740701e+00,4.776248e-03 4.256105e-02 2.742090e+00,8.807428e-03 4.825616e-02 2.745183e+00,1.027345e-02 4.564440e-02 2.754766e+00,1.497654e-02 3.914993e-02 2.764922e+00,1.738556e-02 3.501887e-02 2.770348e+00,2.302785e-02 2.952327e-02 2.780823e+00,2.543148e-02 2.802949e-02 2.783689e+00,3.209037e-02 2.479186e-02 2.793124e+00,3.388173e-02 2.345595e-02 2.798292e+00,3.686409e-02 2.284991e-02 2.803031e+00,4.204074e-02 2.122972e-02 2.813720e+00,4.329132e-02 2.051746e-02 2.818056e+00,4.398384e-02 1.886819e-02 2.825758e+00,4.362897e-02 1.851772e-02 2.828719e+00,4.354805e-02 1.831325e-02 2.830398e+00,4.326968e-02 1.800681e-02 2.834552e+00,4.224638e-02 1.807902e-02 2.836448e+00,4.064130e-02 1.834230e-02 2.838648e+00,3.985953e-02 1.840777e-02 2.839058e+00,3.726892e-02 1.893806e-02 2.840526e+00,3.671955e-02 1.913932e-02 2.840898e+00,3.565613e-02 1.924378e-02 2.841321e+00,3.342549e-02 1.966278e-02 2.841441e+00
4.025014e-02 1.550136e-01 2.826838e+00,3.994558e-02 1.550069e-01 2.826773e+00,3.869903e-02 1.550085e-01 2.826390e+00,3.810040e-02 1.548965e-01 2.826348e+00,3.700590e-02 1.549116e-01 2.825750e+00,3.651648e-02 1.552212e-01 2.825448e+00,3.493807e-02 1.557118e-01 2.824751e+00,3.398294e-02 1.558411e-01 2.824517e+00,3.224199e-02 1.563740e-01 2.823336e+00,3.076444e-02 1.566253e-01 2.822152e+00,2.874727e-02 1.569077e-01 2.820870e+00,2.462017e-02 1.579640e-01 2.817930e+00,2.125218e-02 1.587139e-01 2.814345e+00,1.493525e-02 1.652371e-01 2.809168e+00,1.135702e-02 1.659102e-01 2.807602e+00,2.850681e-04 1.892202e-01 2.801470e+00,-5.345074e-03 1.853508e-01 2.792452e+00,1.520608e-03 1.880281e-01 2.783740e+00,1.101178e-02 1.841190e-01 2.786098e+00,6.413288e-03 1.824432e-01 2.788209e+00,6.074768e-03 1.824580e-01 2.788098e+00,-2.058506e-03 1.861024e-01 2.787581e+00,-4.969949e-03 1.860475e-01 2.788764e+00,-5.818842e-03 1.832035e-01 2.790174e+00,-4.046533e-03 1.780269e-01 2.791504e+00,-1.884463e-03 1.748260e-01 2.793266e+00,3.713778e-03 1.696381e-01 2.796155e+00,8.532679e-03 1.666419e-01 2.798713e+00,1.859972e-02 1.636870e-01 2.803326e+00,2.435936e-02 1.627972e-01 2.806164e+00,3.039143e-02 1.626389e-01 2.809897e+00,4.017146e-02 1.607465e-01 2.815359e+00,4.353054e-02 1.600210e-01 2.818208e+00,4.839170e-02 1.580598e-01 2.825440e+00,4.916741e-02 1.579223e-01 2.826461e+00,4.975364e-02 1.575904e-01 2.828291e+00,5.039545e-02 1.576644e-01 2.832486e+00,5.030929e-02 1.574907e-01 2.833826e+00,4.918431e-02 1.574305e-01 2.835932e+00,4.835290e-02 1.574793e-01 2.836807e+00,4.496542e-02 1.577701e-01 2.838701e+00,4.343697e-02 1.580074e-01 2.839408e+00,4.192400e-02 1.580613e-01 2.839621e+00,3.851631e-02 1.581546e-01 2.839949e+00
-1.172226e-01 -9.589361e-02 2.804218e+00,-1.173405e-01 -9.592106e-02 2.804152e+00,-1.183192e-01 -9.573722e-02 2.804300e+00,-1.186707e-01 -9.568558e-02 2.804534e+00,-1.191598e-01 -9.579839e-02 2.803765e+00,-1.195267e-01 -9.558691e-02 2.803690e+00,-1.199193e-01 -9.539658e-02 2.803301e+00,-1.201348e-01 -9.537403e-02 2.803277e+00,-1.211745e-01 -9.550117e-02 2.802568e+00,-1.215843e-01 -9.556514e-02 2.802197e+00,-1.220931e-01 -9.532794e-02 2.801834e+00,-1.217016e-01 -9.418057e-02 2.800833e+00,-1.195855e-01 -9.242918e-02 2.798856e+00,-1.084530e-01 -8.666930e-02 2.787308e+00,-1.054391e-01 -8.634603e-02 2.781197e+00,-1.021456e-01 -8.403652e-02 2.774908e+00,-9.537674e-02 -7.031468e-02 2.758559e+00,-1.051422e-01 -5.615503e-02 2.764899e+00,-1.068233e-01 -6.110916e-02 2.760144e+00,-1.100159e-01 -4.161002e-02 2.781197e+00,-9.912792e-02 -6.931288e-02 2.763708e+00,-9.376749e-02 -6.597827e-02 2.764129e+00,-1.137924e-01 -7.354632e-02 2.784548e+00,-1.158201e-01 -7.483765e-02 2.787203e+00,-1.177452e-01 -7.631013e-02 2.792359e+00,-1.190275e-01 -7.951640e-02 2.794868e+00,-1.195865e-01 -8.281504e-02 2.796298e+00,-1.193935e-01 -8.458289e-02 2.796447e+00,-1.188686e-01 -8.629446e-02 2.797363e+00,-1.184396e-01 -8.659913e-02 2.797539e+00,-1.172530e-01 -8.732351e-02 2.797135e+00,-1.140567e-01 -8.859531e-02 2.795778e+00,-1.130865e-01 -8.891355e-02 2.795400e+00,-1.117035e-01 -8.916410e-02 2.796019e+00,-1.113437e-01 -8.925890e-02 2.796313e+00,-1.111635e-01 -8.968779e-02 2.796878e+00,-1.113383e-01 -8.985456e-02 2.798205e+00,-1.118969e-01 -8.988856e-02 2.799226e+00,-1.135206e-01 -8.969347e-02 2.801308e+00,-1.150092e-01 -8.917234e-02 2.802886e+00,-1.176910e-01 -8.980492e-02 2.805385e+00,-1.191774e-01 -8.987918e-02 2.806400e+00,-1.199464e-01 -9.011555e-02 2.806714e+00,-1.225288e-01 -9.016590e-02 2.807695e+00
-1.594884e-01 -3.245775e-01 2.804331e+00,-1.598822e-01 -3.244775e-01 2.804415e+00,-1.607931e-01 -3.250471e-01 2.804749e+00,-1.611329e-01 -3.245634e-01 2.805310e+00,-1.613790e-01 -3.252178e-01 2.806083e+00,-1.608822e-01 -3.253806e-01 2.806425e+00,-1.609836e-01 -3.255407e-01 2.807017e+00,-1.609844e-01 -3.259325e-01 2.807461e+00,-1.606574e-01 -3.263250e-01 2.807740e+00,-1.600569e-01 -3.260246e-01 2.808495e+00,-1.596840e-01 -3.249362e-01 2.808903e+00,-1.591884e-01 -3.220441e-01 2.810683e+00,-1.573321e-01 -3.152739e-01 2.814786e+00,-1.530823e-01 -2.995287e-01 2.823264e+00,-1.503718e-01 -3.094501e-01 2.822192e+00,-1.485389e-01 -3.132021e-01 2.820005e+00,-1.355000e-01 -2.826596e-01 2.825668e+00,-1.347013e-01 -2.829647e-01 2.826666e+00,-1.337623e-01 -2.841852e-01 2.827411e+00,-1.326081e-01 -2.869028e-01 2.837262e+00,-1.313974e-01 -2.890911e-01 2.839637e+00,-1.304317e-01 -2.919293e-01 2.846956e+00,-1.292256e-01 -2.943065e-01 2.858412e+00,-1.314445e-01 -2.990262e-01 2.863920e+00,-1.334398e-01 -2.996372e-01 2.865098e+00,-1.347621e-01 -3.004998e-01 2.864117e+00,-1.434373e-01 -3.187966e-01 2.855426e+00,-1.453980e-01 -3.210791e-01 2.850241e+00,-1.525644e-01 -3.223615e-01 2.837076e+00,-1.545976e-01 -3.207465e-01 2.828635e+00,-1.550476e-01 -3.205198e-01 2.817697e+00,-1.503770e-01 -3.203177e-01 2.802856e+00,-1.490507e-01 -3.198394e-01 2.798061e+00,-1.483609e-01 -3.194847e-01 2.794487e+00,-1.482381e-01 -3.193397e-01 2.792186e+00,-1.489221e-01 -3.191788e-01 2.791174e+00,-1.497306e-01 -3.186266e-01 2.790763e+00,-1.499256e-01 -3.187790e-01 2.790822e+00,-1.511974e-01 -3.186005e-01 2.791739e+00,-1.518490e-01 -3.185205e-01 2.792568e+00,-1.552836e-01 -3.184696e-01 2.796057e+00,-1.573931e-01 -3.192040e-01 2.797242e+00,-1.596168e-01 -3.203452e-01 2.798692e+00,-1.633764e-01 -3.209924e-01 2.799974e+00
-1.616945e-01 -5.163967e-01 2.730535e+00,-1.618119e-01 -5.161552e-01 2.730172e+00,-1.620728e-01 -5.163347e-01 2.729316e+00,-1.622021e-01 -5.156356e-01 2.729227e+00,-1.621891e-01 -5.156125e-01 2.728036e+00,-1.624333e-01 -5.155889e-01 2.727871e+00,-1.630937e-01 -5.150552e-01 2.726554e+00,-1.631583e-01 -5.152437e-01 2.726450e+00,-1.642042e-01 -5.149410e-01 2.724942e+00,-1.648390e-01 -5.142015e-01 2.724627e+00,-1.654606e-01 -5.128177e-01 2.724343e+00,-1.676259e-01 -5.085065e-01 2.722825e+00,-1.679572e-01 -5.002860e-01 2.723705e+00,-1.737543e-01 -4.845304e-01 2.734062e+00,-1.788191e-01 -4.926531e-01 2.731342e+00,-1.804934e-01 -4.963197e-01 2.730343e+00,-1.724589e-01 -4.693697e-01 2.747178e+00,-1.689650e-01 -4.722576e-01 2.754233e+00,-1.659283e-01 -4.761984e-01 2.762833e+00,-1.610601e-01 -4.783017e-01 2.768198e+00,-1.590191e-01 -4.822079e-01 2.770025e+00,-1.576553e-01 -4.858926e-01 2.776008e+00,-1.560057e-01 -4.892170e-01 2.786502e+00,-1.580828e-01 -4.943465e-01 2.791931e+00,-1.599888e-01 -4.950657e-01 2.793026e+00,-1.612978e-01 -4.959895e-01 2.792009e+00,-1.666237e-01 -5.124917e-01 2.792792e+00,-1.642806e-01 -5.150853e-01 2.787020e+00,-1.682340e-01 -5.119937e-01 2.758788e+00,-1.631558e-01 -5.094182e-01 2.746394e+00,-1.521805e-01 -5.055557e-01 2.725973e+00,-1.485837e-01 -5.082715e-01 2.718163e+00,-1.474839e-01 -5.073881e-01 2.712322e+00,-1.458607e-01 -5.066787e-01 2.707860e+00,-1.447492e-01 -5.068073e-01 2.706267e+00,-1.443560e-01 -5.067229e-01 2.705506e+00,-1.443795e-01 -5.064608e-01 2.705901e+00,-1.446720e-01 -5.066898e-01 2.706150e+00,-1.453976e-01 -5.064917e-01 2.707053e+00,-1.501022e-01 -5.077630e-01 2.711251e+00,-1.525767e-01 -5.069159e-01 2.712680e+00,-1.539596e-01 -5.076760e-01 2.713974e+00,-1.552606e-01 -5.085000e-01 2.714638e+00,-1.573665e-01 -5.089293e-01 2.715471e+00
-1.444400e-01 -5.285159e-01 2.721245e+00,-1.442708e-01 -5.292857e-01 2.721721e+00,-1.529959e-01 -5.340289e-01 2.719292e+00,-1.535852e-01 -5.341026e-01 2.719053e+00,-1.543736e-01 -5.326213e-01 2.716788e+00,-1.546669e-01 -5.347670e-01 2.717573e+00,-1.544191e-01 -5.374733e-01 2.717278e+00,-1.499605e-01 -5.576986e-01 2.712356e+00,-1.539648e-01 -5.481380e-01 2.711094e+00,-1.550319e-01 -5.443411e-01 2.709504e+00,-1.571696e-01 -5.426376e-01 2.706227e+00,-1.599881e-01 -5.399463e-01 2.698504e+00,-1.626301e-01 -5.346280e-01 2.697036e+00,-1.772175e-01 -5.290238e-01 2.701089e+00,-1.831017e-01 -5.350718e-01 2.709234e+00,-1.871799e-01 -5.367670e-01 2.716817e+00,-1.813534e-01 -5.197237e-01 2.730951e+00,-1.628535e-01 -4.980335e-01 2.740692e+00,-1.691092e-01 -5.127682e-01 2.751175e+00,-1.633811e-01 -5.200641e-01 2.764507e+00,-1.580832e-01 -5.312612e-01 2.771842e+00,-1.549608e-01 -5.354438e-01 2.778391e+00,-1.486686e-01 -5.505701e-01 2.787632e+00,-1.527360e-01 -5.400204e-01 2.800316e+00,-1.511350e-01 -5.426174e-01 2.805989e+00,-1.557177e-01 -5.360838e-01 2.803639e+00,-1.600337e-01 -5.381588e-01 2.789487e+00,-1.653671e-01 -5.394922e-01 2.774930e+00,-1.530502e-01 -5.271265e-01 2.730982e+00,-1.522394e-01 -5.372245e-01 2.723657e+00,-1.423442e-01 -5.351688e-01 2.709485e+00,-1.384880e-01 -5.302290e-01 2.705186e+00,-1.366804e-01 -5.292399e-01 2.698804e+00,-1.355768e-01 -5.305089e-01 2.697007e+00,-1.357662e-01 -5.287294e-01 2.696739e+00,-1.353315e-01 -5.297935e-01 2.694993e+00,-1.370896e-01 -5.320843e-01 2.700870e+00,-1.388933e-01 -5.301870e-01 2.703816e+00,-1.391595e-01 -5.309623e-01 2.704733e+00,-1.404182e-01 -5.315655e-01 2.705446e+00,-1.436602e-01 -5.307667e-01 2.707957e+00,-1.467421e-01 -5.319185e-01 2.709663e+00,-1.474376e-01 -5.317306e-01 2.710993e+00,-1.489142e-01 -5.323952e-01 2.710921e+00
1.816428e-01 -9.881813e-02 2.806241e+00,1.810779e-01 -9.880643e-02 2.805851e+00,1.792835e-01 -9.881489e-02 2.803610e+00,1.787085e-01 -9.891467e-02 2.803015e+00,1.768381e-01 -9.872418e-02 2.800230e+00,1.760900e-01 -9.861059e-02 2.797702e+00,1.747787e-01 -9.752450e-02 2.792393e+00,1.740819e-01 -9.792804e-02 2.787889e+00,1.659246e-01 -9.385052e-02 2.772702e+00,1.550362e-01 -9.568303e-02 2.762556e+00,1.448024e-01 -9.490398e-02 2.751523e+00,1.376090e-01 -9.588347e-02 2.741861e+00,1.206845e-01 -8.864413e-02 2.710874e+00,1.192672e-01 -8.159417e-02 2.709776e+00,1.202453e-01 -7.612905e-02 2.706224e+00,1.212098e-01 -6.579313e-02 2.700328e+00,1.058517e-01 -4.194356e-05 2.667458e+00,1.063590e-01 -2.495615e-06 2.666934e+00,1.031190e-01 -3.697410e-02 2.657892e+00,1.014449e-01 -3.968921e-02 2.659739e+00,7.324595e-02 -1.018722e-01 2.654528e+00,6.688863e-02 -9.673675e-02 2.654144e+00,8.041892e-02 -7.385943e-02 2.655444e+00,1.271078e-01 -6.534904e-02 2.683041e+00,1.422062e-01 -6.971186e-02 2.699609e+00,1.472604e-01 -7.304301e-02 2.710042e+00,1.595618e-01 -8.211230e-02 2.728858e+00,1.673864e-01 -8.580957e-02 2.740206e+00,1.751317e-01 -8.882926e-02 2.758177e+00,1.797403e-01 -8.966561e-02 2.771588e+00,1.821679e-01 -9.070773e-02 2.779645e+00,1.880889e-01 -9.267424e-02 2.797664e+00,1.899337e-01 -9.323389e-02 2.805031e+00,1.906182e-01 -9.408297e-02 2.814672e+00,1.901230e-01 -9.459808e-02 2.816664e+00,1.895148e-01 -9.497017e-02 2.819442e+00,1.882014e-01 -9.614637e-02 2.822941e+00,1.873376e-01 -9.549325e-02 2.824886e+00,1.857227e-01 -9.512285e-02 2.827115e+00,1.849932e-01 -9.527908e-02 2.827257e+00,1.822536e-01 -9.485424e-02 2.826887e+00,1.806947e-01 -9.444746e-02 2.826433e+00,1.796974e-01 -9.424537e-02 2.826138e+00,1.766107e-01 -9.373896e-02 2.824550e+00
2.194155e-01 -3.412773e-01 2.830356e+00,2.193506e-01 -3.413218e-01 2.830274e+00,2.190215e-01 -3.410430e-01 2.830453e+00,2.189090e-01 -3.410672e-01 2.830573e+00,2.169443e-01 -3.379105e-01 2.828609e+00,2.141656e-01 -3.258037e-01 2.822497e+00,2.084511e-01 -2.954925e-01 2.805046e+00,1.628759e-01 -2.986185e-01 2.740097e+00,2.084687e-01 -2.908544e-01 2.681714e+00,2.015336e-01 -2.476985e-01 2.620103e+00,2.014306e-01 -2.102235e-01 2.578566e+00,1.790495e-01 -6.490080e-02 2.518324e+00,1.697921e-01 -1.059654e-03 2.494905e+00,1.405905e-01 9.325261e-02 2.489046e+00,1.105513e-01 1.290772e-01 2.506573e+00,9.817778e-02 1.458975e-01 2.509234e+00,3.438657e-02 2.206564e-01 2.502152e+00,2.191499e-02 1.991112e-01 2.494313e+00,4.207987e-02 1.382447e-01 2.483207e+00,7.309352e-02 5.369062e-02 2.459804e+00,8.958222e-02 2.001322e-02 2.449537e+00,1.185962e-01 -1.379845e-02 2.460162e+00,2.047151e-01 -1.740779e-01 2.513567e+00,2.321732e-01 -2.161105e-01 2.579814e+00,2.583830e-01 -2.342477e-01 2.707710e+00,2.617693e-01 -2.399413e-01 2.714673e+00,2.589957e-01 -2.813072e-01 2.749917e+00,2.424998e-01 -3.126652e-01 2.773841e+00,2.262994e-01 -3.263538e-01 2.804904e+00,2.232739e-01 -3.270520e-01 2.814832e+00,2.227850e-01 -3.256796e-01 2.826037e+00,2.245010e-01 -3.275639e-01 2.837728e+00,2.237467e-01 -3.283148e-01 2.843144e+00,2.222842e-01 -3.307787e-01 2.851993e+00,2.212450e-01 -3.310940e-01 2.854957e+00,2.201357e-01 -3.314446e-01 2.856801e+00,2.169628e-01 -3.310436e-01 2.862495e+00,2.161459e-01 -3.309155e-01 2.863729e+00,2.152827e-01 -3.309911e-01 2.864310e+00,2.151039e-01 -3.309632e-01 2.864403e+00,2.133335e-01 -3.311385e-01 2.864162e+00,2.124797e-01 -3.309593e-01 2.863851e+00,2.115376e-01 -3.311208e-01 2.863262e+00,2.094873e-01 -3.316363e-01 2.860765e+00
2.284478e-01 -5.339611e-01 2.760282e+00,2.377012e-01 -5.334187e-01 2.760570e+00,2.346373e-01 -5.288615e-01 2.747495e+00,2.304843e-01 -5.228283e-01 2.732749e+00,2.236558e-01 -4.796284e-01 2.674184e+00,2.048598e-01 -4.597606e-01 2.660843e+00,1.773886e-01 -4.542254e-01 2.672928e+00,1.835248e-01 -2.714113e-01 2.602963e+00,1.843293e-01 -1.324638e-01 2.545056e+00,1.849093e-01 -1.696205e-01 2.578114e+00,1.661074e-01 -1.204193e-02 2.533165e+00,1.338666e-01 1.323717e-01 2.529596e+00,1.082344e-01 1.906865e-01 2.512119e+00,5.621144e-02 2.777877e-01 2.468425e+00,2.785252e-02 3.081179e-01 2.447541e+00,-8.516054e-03 3.437221e-01 2.440304e+00,-7.503119e-02 3.738634e-01 2.416310e+00,-9.752779e-02 3.482430e-01 2.415684e+00,-9.091523e-02 3.062829e-01 2.425501e+00,-5.927901e-02 2.330750e-01 2.462850e+00,-3.152438e-03 1.927411e-01 2.491507e+00,2.474964e-02 1.533572e-01 2.516462e+00,1.122881e-01 5.266390e-02 2.477606e+00,1.864683e-01 -6.333952e-02 2.442279e+00,2.773521e-01 -3.220799e-01 2.516064e+00,3.009566e-01 -3.928207e-01 2.577690e+00,2.852447e-01 -4.684326e-01 2.667773e+00,2.748035e-01 -5.005257e-01 2.696699e+00,2.480783e-01 -5.215639e-01 2.747982e+00,2.488434e-01 -5.221726e-01 2.759603e+00,2.483559e-01 -5.206019e-01 2.769910e+00,2.490554e-01 -5.230193e-01 2.783427e+00,2.476925e-01 -5.225552e-01 2.783313e+00,2.448390e-01 -5.226283e-01 2.782846e+00,2.342834e-01 -5.230673e-01 2.783226e+00,2.321313e-01 -5.232139e-01 2.784214e+00,2.313122e-01 -5.217046e-01 2.787078e+00,2.313969e-01 -5.214966e-01 2.788290e+00,2.331024e-01 -5.220701e-01 2.791083e+00,2.351922e-01 -5.224231e-01 2.793103e+00,2.281211e-01 -5.226741e-01 2.791550e+00,2.349814e-01 -5.221578e-01 2.792645e+00,2.141519e-01 -5.221003e-01 2.787129e+00,2.277039e-01 -5.226201e-01 2.787390e+00
