4.431086e-02 -5.652612e-01 2.708138e+00,4.431519e-02 -5.652652e-01 2.708139e+00,4.410182e-02 -5.654945e-01 2.708010e+00,4.364853e-02 -5.657868e-01 2.707917e+00,4.363396e-02 -5.660848e-01 2.707903e+00,4.279470e-02 -5.661088e-01 2.708125e+00,4.279948e-02 -5.661075e-01 2.708124e+00,4.285041e-02 -5.662279e-01 2.707949e+00,4.281671e-02 -5.662428e-01 2.707977e+00,4.282093e-02 -5.662381e-01 2.707956e+00,4.294589e-02 -5.660842e-01 2.707774e+00,4.323117e-02 -5.645430e-01 2.707635e+00,4.284399e-02 -5.640383e-01 2.707854e+00,4.291148e-02 -5.641713e-01 2.707769e+00,4.379765e-02 -5.648133e-01 2.707402e+00,4.545739e-02 -5.684489e-01 2.706602e+00,4.585842e-02 -5.674534e-01 2.705852e+00,4.538519e-02 -5.667579e-01 2.705873e+00,4.378055e-02 -5.625282e-01 2.706353e+00,4.192765e-02 -5.600602e-01 2.706340e+00,4.273166e-02 -5.605839e-01 2.705717e+00,4.310981e-02 -5.604517e-01 2.705555e+00,4.491014e-02 -5.644199e-01 2.704160e+00,4.549004e-02 -5.644993e-01 2.703806e+00,4.488857e-02 -5.633433e-01 2.703871e+00,4.335319e-02 -5.623096e-01 2.703357e+00,4.359028e-02 -5.600418e-01 2.703226e+00,4.312471e-02 -5.606627e-01 2.702919e+00,4.359784e-02 -5.607682e-01 2.702848e+00,4.563380e-02 -5.648641e-01 2.701156e+00,4.548083e-02 -5.643981e-01 2.701123e+00,4.406427e-02 -5.626025e-01 2.701220e+00,4.405837e-02 -5.611295e-01 2.701318e+00,4.396021e-02 -5.609139e-01 2.701373e+00,4.260414e-02 -5.606087e-01 2.701133e+00,4.263125e-02 -5.605816e-01 2.700957e+00,4.251913e-02 -5.607200e-01 2.700464e+00,4.243099e-02 -5.607445e-01 2.700367e+00,4.195213e-02 -5.612772e-01 2.700249e+00,4.050229e-02 -5.628800e-01 2.700244e+00,3.917415e-02 -5.637090e-01 2.700628e+00,3.868936e-02 -5.644487e-01 2.701301e+00,3.922620e-02 -5.648474e-01 2.701547e+00,3.943021e-02 -5.648560e-01 2.701701e+00,4.055883e-02 -5.651865e-01 2.701981e+00,4.159317e-02 -5.655135e-01 2.702552e+00,4.174749e-02 -5.656829e-01 2.702682e+00,4.221084e-02 -5.660284e-01 2.702791e+00,4.231939e-02 -5.660689e-01 2.702991e+00
4.079116e-02 -2.674793e-01 2.737586e+00,4.087101e-02 -2.675123e-01 2.737593e+00,4.083128e-02 -2.676871e-01 2.737614e+00,4.079570e-02 -2.677410e-01 2.737598e+00,4.089286e-02 -2.680388e-01 2.737650e+00,4.070232e-02 -2.681339e-01 2.737859e+00,4.071949e-02 -2.681710e-01 2.737927e+00,4.078729e-02 -2.684688e-01 2.738210e+00,4.068509e-02 -2.686909e-01 2.738708e+00,4.087752e-02 -2.688302e-01 2.739847e+00,4.102522e-02 -2.687463e-01 2.740247e+00,4.066771e-02 -2.682680e-01 2.741597e+00,3.997561e-02 -2.675727e-01 2.742305e+00,4.019915e-02 -2.673514e-01 2.742412e+00,4.278133e-02 -2.665529e-01 2.742797e+00,4.379942e-02 -2.671658e-01 2.742792e+00,4.336086e-02 -2.663158e-01 2.742405e+00,4.265674e-02 -2.660304e-01 2.742534e+00,4.179875e-02 -2.648949e-01 2.742645e+00,3.939173e-02 -2.633196e-01 2.742588e+00,3.987962e-02 -2.631646e-01 2.741962e+00,4.230946e-02 -2.623081e-01 2.741138e+00,4.365896e-02 -2.629716e-01 2.740393e+00,4.372792e-02 -2.628722e-01 2.740254e+00,4.165216e-02 -2.623011e-01 2.740013e+00,4.050341e-02 -2.621484e-01 2.739567e+00,3.935799e-02 -2.613409e-01 2.739292e+00,3.921347e-02 -2.613867e-01 2.738722e+00,4.157172e-02 -2.612723e-01 2.737599e+00,4.292235e-02 -2.622287e-01 2.736610e+00,4.285896e-02 -2.621643e-01 2.736583e+00,4.232394e-02 -2.621980e-01 2.736774e+00,4.203770e-02 -2.621471e-01 2.736823e+00,4.179844e-02 -2.621557e-01 2.737041e+00,4.094274e-02 -2.625658e-01 2.736783e+00,4.074448e-02 -2.626911e-01 2.736528e+00,4.031212e-02 -2.630011e-01 2.735695e+00,3.991240e-02 -2.631646e-01 2.735134e+00,3.931434e-02 -2.637210e-01 2.734615e+00,3.817277e-02 -2.649255e-01 2.733914e+00,3.741261e-02 -2.654721e-01 2.733639e+00,3.690014e-02 -2.659879e-01 2.733567e+00,3.690941e-02 -2.661354e-01 2.733502e+00,3.689071e-02 -2.662816e-01 2.733395e+00,3.712747e-02 -2.665727e-01 2.733315e+00,3.730854e-02 -2.668133e-01 2.733395e+00,3.738972e-02 -2.670476e-01 2.733583e+00,3.754442e-02 -2.673695e-01 2.733803e+00,3.772976e-02 -2.674053e-01 2.734000e+00
3.726947e-02 2.425016e-02 2.752031e+00,3.752518e-02 2.417466e-02 2.752158e+00,3.758759e-02 2.397229e-02 2.752486e+00,3.769892e-02 2.398029e-02 2.752547e+00,3.797680e-02 2.369845e-02 2.752870e+00,3.813374e-02 2.351142e-02 2.753367e+00,3.819837e-02 2.337842e-02 2.753750e+00,3.841542e-02 2.271743e-02 2.755553e+00,3.830378e-02 2.221891e-02 2.756889e+00,3.899769e-02 2.197625e-02 2.760512e+00,3.922014e-02 2.205433e-02 2.762081e+00,3.763286e-02 2.182173e-02 2.765202e+00,3.678363e-02 2.262709e-02 2.765874e+00,3.762557e-02 2.412941e-02 2.766150e+00,4.344165e-02 2.692029e-02 2.766653e+00,4.417806e-02 2.740014e-02 2.766747e+00,4.108294e-02 2.873236e-02 2.766414e+00,3.978576e-02 2.863431e-02 2.766567e+00,3.930667e-02 2.859449e-02 2.766454e+00,3.606515e-02 2.871712e-02 2.765786e+00,3.656213e-02 2.949655e-02 2.764754e+00,4.280152e-02 3.143273e-02 2.762391e+00,4.409426e-02 3.220129e-02 2.761890e+00,4.354433e-02 3.271263e-02 2.761844e+00,3.718876e-02 3.246909e-02 2.761556e+00,3.643704e-02 3.206941e-02 2.761292e+00,3.303917e-02 3.178481e-02 2.760912e+00,3.354757e-02 3.240644e-02 2.759678e+00,4.019386e-02 3.302887e-02 2.756667e+00,4.103165e-02 3.306703e-02 2.756283e+00,4.090667e-02 3.304605e-02 2.756354e+00,4.006756e-02 3.147191e-02 2.757544e+00,3.870773e-02 3.023002e-02 2.757931e+00,3.824282e-02 2.986420e-02 2.758698e+00,3.762435e-02 2.903584e-02 2.758386e+00,3.723228e-02 2.872523e-02 2.758094e+00,3.676207e-02 2.839536e-02 2.757084e+00,3.613056e-02 2.809170e-02 2.755864e+00,3.560042e-02 2.761764e-02 2.754941e+00,3.488881e-02 2.679281e-02 2.753696e+00,3.450882e-02 2.639382e-02 2.752875e+00,3.390889e-02 2.592909e-02 2.752018e+00,3.358484e-02 2.580545e-02 2.751578e+00,3.332562e-02 2.538691e-02 2.750932e+00,3.324142e-02 2.506047e-02 2.750643e+00,3.307153e-02 2.488064e-02 2.750567e+00,3.305747e-02 2.468744e-02 2.750815e+00,3.295025e-02 2.443392e-02 2.751197e+00,3.322031e-02 2.448611e-02 2.751403e+00
4.150151e-02 1.605800e-01 2.736751e+00,4.150218e-02 1.605752e-01 2.736750e+00,4.152867e-02 1.605823e-01 2.737086e+00,4.150692e-02 1.605216e-01 2.737216e+00,4.156780e-02 1.602837e-01 2.737661e+00,4.164752e-02 1.601612e-01 2.737978e+00,4.161424e-02 1.600859e-01 2.738234e+00,4.187175e-02 1.591239e-01 2.740267e+00,4.160839e-02 1.583168e-01 2.741745e+00,4.215581e-02 1.577388e-01 2.744820e+00,4.230854e-02 1.575759e-01 2.746582e+00,4.395437e-02 1.579264e-01 2.751381e+00,4.372985e-02 1.577677e-01 2.754545e+00,4.401530e-02 1.576419e-01 2.756716e+00,4.465470e-02 1.581938e-01 2.758753e+00,4.488303e-02 1.580895e-01 2.759799e+00,4.544658e-02 1.583020e-01 2.760928e+00,4.610043e-02 1.590873e-01 2.761367e+00,4.654023e-02 1.596450e-01 2.761438e+00,4.705222e-02 1.601847e-01 2.761369e+00,4.702915e-02 1.601841e-01 2.761328e+00,4.687245e-02 1.601479e-01 2.761265e+00,4.683311e-02 1.600470e-01 2.761138e+00,4.675173e-02 1.600301e-01 2.760936e+00,4.699324e-02 1.608949e-01 2.760009e+00,4.670188e-02 1.611439e-01 2.759444e+00,4.698025e-02 1.619586e-01 2.757698e+00,4.666369e-02 1.619103e-01 2.757361e+00,4.624089e-02 1.618441e-01 2.757247e+00,4.517302e-02 1.616451e-01 2.756439e+00,4.448890e-02 1.612567e-01 2.756151e+00,4.382162e-02 1.615276e-01 2.755716e+00,4.359551e-02 1.615512e-01 2.755523e+00,4.317966e-02 1.616848e-01 2.755396e+00,4.209469e-02 1.620173e-01 2.754295e+00,4.181404e-02 1.619438e-01 2.753898e+00,4.058106e-02 1.622835e-01 2.751917e+00,4.018202e-02 1.625527e-01 2.750707e+00,3.973414e-02 1.620164e-01 2.748889e+00,3.936854e-02 1.613087e-01 2.746361e+00,3.925879e-02 1.610741e-01 2.745115e+00,3.864035e-02 1.609166e-01 2.742593e+00,3.859286e-02 1.607759e-01 2.741319e+00,3.821609e-02 1.603885e-01 2.740528e+00,3.834646e-02 1.602210e-01 2.739808e+00,3.833788e-02 1.602018e-01 2.739118e+00,3.847040e-02 1.599996e-01 2.739216e+00,3.836672e-02 1.598588e-01 2.739182e+00,3.841066e-02 1.598637e-01 2.739192e+00
-1.163672e-01 -1.051127e-01 2.727241e+00,-1.163846e-01 -1.053240e-01 2.727316e+00,-1.162516e-01 -1.056711e-01 2.727761e+00,-1.159769e-01 -1.060037e-01 2.728287e+00,-1.158805e-01 -1.070925e-01 2.729197e+00,-1.147869e-01 -1.053067e-01 2.730794e+00,-1.145646e-01 -1.057287e-01 2.731959e+00,-1.142396e-01 -1.067591e-01 2.732905e+00,-1.096536e-01 -1.029773e-01 2.729964e+00,-1.095121e-01 -1.032500e-01 2.730260e+00,-1.090105e-01 -1.033532e-01 2.730066e+00,-9.415866e-02 -8.884811e-02 2.722035e+00,-8.805418e-02 -6.651107e-02 2.727257e+00,-9.129598e-02 -7.618211e-02 2.722587e+00,-9.488651e-02 -8.211599e-02 2.725833e+00,-9.583717e-02 -8.476277e-02 2.724623e+00,-1.062476e-01 -1.070098e-01 2.720428e+00,-9.471491e-02 -7.828927e-02 2.728032e+00,-7.128438e-02 -2.312619e-02 2.743095e+00,-7.067668e-02 -2.250848e-02 2.741338e+00,-8.747879e-02 -6.595141e-02 2.718658e+00,-9.087329e-02 -7.676029e-02 2.720421e+00,-9.096427e-02 -7.677893e-02 2.720428e+00,-9.281747e-02 -7.872475e-02 2.717814e+00,-6.870522e-02 -2.509545e-02 2.736260e+00,-7.448096e-02 -3.754681e-02 2.731561e+00,-7.449064e-02 -3.388942e-02 2.730542e+00,-9.545487e-02 -8.316027e-02 2.715714e+00,-9.548442e-02 -8.337769e-02 2.715682e+00,-9.557201e-02 -8.363375e-02 2.715762e+00,-9.651292e-02 -8.418072e-02 2.715225e+00,-9.331751e-02 -8.101383e-02 2.716181e+00,-9.390227e-02 -8.098393e-02 2.717667e+00,-9.615117e-02 -8.367400e-02 2.718311e+00,-1.085521e-01 -9.410035e-02 2.725909e+00,-1.107398e-01 -9.570988e-02 2.726970e+00,-1.136165e-01 -9.803233e-02 2.728368e+00,-1.153220e-01 -9.848951e-02 2.729574e+00,-1.172590e-01 -1.002634e-01 2.729745e+00,-1.202446e-01 -1.048050e-01 2.730785e+00,-1.209363e-01 -1.058491e-01 2.730712e+00,-1.211682e-01 -1.058012e-01 2.730440e+00,-1.211881e-01 -1.059546e-01 2.730309e+00,-1.212464e-01 -1.054182e-01 2.730312e+00,-1.215111e-01 -1.056721e-01 2.730721e+00,-1.219273e-01 -1.062320e-01 2.730976e+00,-1.222542e-01 -1.076705e-01 2.731550e+00,-1.221754e-01 -1.079782e-01 2.731466e+00,-1.221711e-01 -1.080059e-01 2.731622e+00
-1.345346e-01 -3.487088e-01 2.708393e+00,-1.345305e-01 -3.487092e-01 2.708333e+00,-1.351691e-01 -3.546936e-01 2.708368e+00,-1.352464e-01 -3.546848e-01 2.709669e+00,-1.350428e-01 -3.536388e-01 2.710696e+00,-1.354868e-01 -3.499456e-01 2.709583e+00,-1.363843e-01 -3.437551e-01 2.706308e+00,-1.360485e-01 -3.168284e-01 2.695619e+00,-1.374078e-01 -3.088984e-01 2.685180e+00,-1.373443e-01 -2.969986e-01 2.638287e+00,-1.335257e-01 -2.946813e-01 2.631096e+00,-1.186094e-01 -2.603590e-01 2.579831e+00,-1.149204e-01 -2.600191e-01 2.578755e+00,-1.111353e-01 -2.582116e-01 2.580237e+00,-1.015935e-01 -2.628965e-01 2.593012e+00,-1.010804e-01 -2.626641e-01 2.593952e+00,-9.715499e-02 -2.744845e-01 2.578129e+00,-9.942506e-02 -2.579628e-01 2.588042e+00,-1.012975e-01 -2.557896e-01 2.585850e+00,-1.007752e-01 -2.539038e-01 2.584084e+00,-9.939359e-02 -2.533526e-01 2.584726e+00,-9.186164e-02 -2.569685e-01 2.589316e+00,-9.009688e-02 -2.574747e-01 2.588999e+00,-8.980893e-02 -2.566407e-01 2.588192e+00,-9.546763e-02 -2.482289e-01 2.581144e+00,-9.569675e-02 -2.482466e-01 2.581054e+00,-9.619659e-02 -2.504382e-01 2.581332e+00,-9.565497e-02 -2.546318e-01 2.578362e+00,-9.296398e-02 -2.563641e-01 2.580497e+00,-9.207293e-02 -2.637479e-01 2.589828e+00,-9.277928e-02 -2.632701e-01 2.589381e+00,-1.022098e-01 -2.614995e-01 2.580775e+00,-1.142351e-01 -2.760528e-01 2.598239e+00,-1.230114e-01 -2.760960e-01 2.622350e+00,-1.477598e-01 -2.943962e-01 2.660847e+00,-1.518065e-01 -2.974720e-01 2.670441e+00,-1.590950e-01 -3.098836e-01 2.691038e+00,-1.601418e-01 -3.168510e-01 2.700534e+00,-1.606175e-01 -3.258329e-01 2.708256e+00,-1.547666e-01 -3.456977e-01 2.717447e+00,-1.537232e-01 -3.491391e-01 2.717170e+00,-1.478420e-01 -3.484366e-01 2.719344e+00,-1.460396e-01 -3.482246e-01 2.720821e+00,-1.445137e-01 -3.485959e-01 2.723522e+00,-1.445770e-01 -3.511545e-01 2.724128e+00,-1.456194e-01 -3.516501e-01 2.723018e+00,-1.463655e-01 -3.530181e-01 2.721131e+00,-1.463828e-01 -3.545016e-01 2.715302e+00,-1.456120e-01 -3.553446e-01 2.712831e+00
-1.565873e-01 -5.505618e-01 2.652272e+00,-1.564810e-01 -5.505584e-01 2.652143e+00,-1.585352e-01 -5.549924e-01 2.646371e+00,-1.597893e-01 -5.525578e-01 2.639304e+00,-1.923553e-01 -5.158647e-01 2.582525e+00,-2.094052e-01 -4.723942e-01 2.547295e+00,-2.214842e-01 -4.287861e-01 2.525333e+00,-2.367618e-01 -3.450232e-01 2.504331e+00,-2.422350e-01 -2.932448e-01 2.481985e+00,-2.268722e-01 -2.059225e-01 2.446917e+00,-1.955776e-01 -1.480080e-01 2.445028e+00,-1.522530e-01 -1.263116e-01 2.411280e+00,-1.119606e-01 -1.650690e-01 2.479972e+00,-7.903996e-02 -1.596699e-01 2.492918e+00,5.902642e-02 -1.530497e-01 2.470484e+00,9.560332e-02 -1.875389e-01 2.491479e+00,-8.396098e-02 -1.910970e-01 2.515012e+00,-1.011750e-01 -1.015245e-01 2.437078e+00,-1.493885e-01 -5.404857e-02 2.409938e+00,-3.924098e-02 -7.477933e-02 2.442894e+00,-5.036134e-02 -6.008440e-02 2.459577e+00,1.143322e-01 -2.207794e-01 2.519250e+00,1.488092e-01 -2.626334e-01 2.550452e+00,1.476962e-01 -2.611249e-01 2.549669e+00,-1.051130e-01 -9.033978e-02 2.432150e+00,-1.082619e-01 -1.505646e-01 2.495086e+00,-1.045026e-01 -1.488241e-01 2.494322e+00,-4.533216e-02 -9.746873e-02 2.437326e+00,4.304887e-02 -1.209719e-01 2.483137e+00,6.285340e-02 -1.457232e-01 2.475800e+00,-4.532871e-02 -1.227630e-01 2.429917e+00,-1.021148e-01 -1.872048e-01 2.490240e+00,-1.360077e-01 -1.992521e-01 2.489282e+00,-1.568867e-01 -2.193002e-01 2.497792e+00,-2.200637e-01 -2.728814e-01 2.455440e+00,-2.363423e-01 -3.201686e-01 2.470344e+00,-2.507978e-01 -4.345908e-01 2.540683e+00,-2.410524e-01 -4.699861e-01 2.573915e+00,-2.337552e-01 -4.907774e-01 2.593381e+00,-2.148947e-01 -5.334329e-01 2.639969e+00,-1.863919e-01 -5.494671e-01 2.660851e+00,-1.755140e-01 -5.514922e-01 2.673112e+00,-1.716298e-01 -5.518345e-01 2.676270e+00,-1.709161e-01 -5.519053e-01 2.677777e+00,-1.710598e-01 -5.532995e-01 2.672094e+00,-1.762949e-01 -5.499069e-01 2.657033e+00,-1.819969e-01 -5.480934e-01 2.647254e+00,-1.925751e-01 -5.404922e-01 2.623250e+00,-1.901805e-01 -5.403126e-01 2.617569e+00
-1.462015e-01 -5.881649e-01 2.640243e+00,-1.460786e-01 -5.884432e-01 2.640592e+00,-1.483205e-01 -5.966914e-01 2.629350e+00,-1.530076e-01 -5.862292e-01 2.618840e+00,-2.051939e-01 -5.222159e-01 2.560817e+00,-2.489886e-01 -5.129554e-01 2.508844e+00,-2.580343e-01 -4.453616e-01 2.494361e+00,-2.713018e-01 -3.297765e-01 2.459001e+00,-2.665375e-01 -2.749361e-01 2.449731e+00,-2.437004e-01 -1.891064e-01 2.433105e+00,-2.190849e-01 -1.557535e-01 2.430654e+00,-1.591242e-01 -1.099227e-01 2.415488e+00,-1.116572e-01 -1.087801e-01 2.429427e+00,-6.588948e-02 -1.123050e-01 2.440183e+00,1.986141e-02 -1.222475e-01 2.439978e+00,7.600737e-02 -1.630548e-01 2.473248e+00,-8.084472e-02 -1.343410e-01 2.469717e+00,-1.302871e-01 -5.869735e-02 2.418433e+00,-1.662121e-01 -3.174822e-02 2.399378e+00,-1.018903e-01 -5.502939e-02 2.443291e+00,-5.719118e-02 -6.378581e-02 2.448140e+00,1.510293e-01 -2.406263e-01 2.565078e+00,1.686739e-01 -2.566960e-01 2.576633e+00,1.687289e-01 -2.555047e-01 2.571120e+00,-1.330829e-01 -5.384015e-02 2.427447e+00,-1.277099e-01 -8.338811e-02 2.448122e+00,-1.005128e-01 -7.852075e-02 2.445935e+00,-5.880850e-02 -6.381052e-02 2.446254e+00,2.065820e-02 -7.674068e-02 2.452084e+00,3.299451e-02 -1.089862e-01 2.438478e+00,-5.395832e-02 -8.171473e-02 2.451939e+00,-1.191822e-01 -1.295000e-01 2.422889e+00,-1.546388e-01 -1.525630e-01 2.423752e+00,-1.838015e-01 -1.877231e-01 2.427026e+00,-2.324601e-01 -2.707953e-01 2.433239e+00,-2.492872e-01 -3.244326e-01 2.451756e+00,-2.630635e-01 -4.127276e-01 2.496335e+00,-2.662257e-01 -4.568924e-01 2.506254e+00,-2.528063e-01 -4.995118e-01 2.536414e+00,-2.113225e-01 -5.480964e-01 2.624993e+00,-1.922553e-01 -5.810497e-01 2.642380e+00,-1.600531e-01 -5.912379e-01 2.666219e+00,-1.575259e-01 -5.905544e-01 2.666289e+00,-1.629404e-01 -5.767161e-01 2.661092e+00,-1.638952e-01 -5.887067e-01 2.650442e+00,-1.703642e-01 -5.897639e-01 2.634521e+00,-1.801503e-01 -5.832354e-01 2.623532e+00,-1.891866e-01 -5.534245e-01 2.600160e+00,-1.851736e-01 -5.502617e-01 2.591772e+00
1.908986e-01 -1.063692e-01 2.705579e+00,1.909157e-01 -1.064280e-01 2.705627e+00,1.910816e-01 -1.068021e-01 2.705776e+00,1.911414e-01 -1.072230e-01 2.706371e+00,1.915500e-01 -1.080632e-01 2.707032e+00,1.913337e-01 -1.082991e-01 2.707392e+00,1.911674e-01 -1.082893e-01 2.707653e+00,1.909365e-01 -1.084536e-01 2.708076e+00,1.902301e-01 -1.084269e-01 2.708403e+00,1.849947e-01 -1.086432e-01 2.706645e+00,1.770359e-01 -1.074015e-01 2.703504e+00,1.649829e-01 -7.650170e-02 2.706006e+00,1.660851e-01 -7.900570e-02 2.703616e+00,1.680201e-01 -9.467390e-02 2.697595e+00,1.687056e-01 -9.534241e-02 2.697874e+00,1.683781e-01 -9.461104e-02 2.698150e+00,1.693524e-01 -9.225281e-02 2.698888e+00,1.715637e-01 -9.160461e-02 2.698709e+00,1.748068e-01 -9.548479e-02 2.694397e+00,1.797794e-01 -9.969313e-02 2.692114e+00,1.795631e-01 -9.920882e-02 2.692513e+00,1.784998e-01 -9.912398e-02 2.693146e+00,1.781673e-01 -9.890438e-02 2.693281e+00,1.781528e-01 -9.892634e-02 2.693323e+00,1.798941e-01 -1.040109e-01 2.688719e+00,1.819517e-01 -1.041093e-01 2.689326e+00,1.819520e-01 -1.023229e-01 2.689894e+00,1.812102e-01 -1.015053e-01 2.690318e+00,1.802239e-01 -9.988891e-02 2.691417e+00,1.793327e-01 -9.876201e-02 2.692233e+00,1.791195e-01 -9.871504e-02 2.692262e+00,1.797562e-01 -9.738596e-02 2.693355e+00,1.771087e-01 -9.380938e-02 2.694474e+00,1.769162e-01 -9.284320e-02 2.695480e+00,1.780415e-01 -9.457993e-02 2.696808e+00,1.795384e-01 -9.707047e-02 2.697831e+00,1.818332e-01 -9.988827e-02 2.699275e+00,1.821278e-01 -1.002281e-01 2.699439e+00,1.830164e-01 -1.014607e-01 2.699703e+00,1.849221e-01 -1.047041e-01 2.700105e+00,1.853285e-01 -1.056745e-01 2.699945e+00,1.853998e-01 -1.058561e-01 2.699934e+00,1.853796e-01 -1.059723e-01 2.699887e+00,1.853566e-01 -1.060309e-01 2.700118e+00,1.857708e-01 -1.064410e-01 2.700437e+00,1.869475e-01 -1.072018e-01 2.701548e+00,1.874748e-01 -1.077106e-01 2.702760e+00,1.877318e-01 -1.080800e-01 2.703261e+00,1.878804e-01 -1.080829e-01 2.703545e+00
2.192319e-01 -3.566363e-01 2.704361e+00,2.191931e-01 -3.566503e-01 2.704369e+00,2.199558e-01 -3.593111e-01 2.704443e+00,2.201783e-01 -3.594790e-01 2.704456e+00,2.202357e-01 -3.569371e-01 2.703486e+00,2.203903e-01 -3.505667e-01 2.698464e+00,2.218306e-01 -3.368928e-01 2.691049e+00,2.211184e-01 -3.147895e-01 2.670935e+00,2.094156e-01 -3.164535e-01 2.675023e+00,1.928979e-01 -3.162860e-01 2.661820e+00,1.775555e-01 -3.167102e-01 2.674476e+00,1.843979e-01 -2.529353e-01 2.559342e+00,1.754335e-01 -2.543215e-01 2.561413e+00,1.730719e-01 -2.632192e-01 2.556473e+00,1.708179e-01 -2.728380e-01 2.569587e+00,1.699618e-01 -2.727404e-01 2.570845e+00,1.651543e-01 -2.651092e-01 2.563618e+00,1.653093e-01 -2.617531e-01 2.559707e+00,1.657519e-01 -2.635279e-01 2.552733e+00,1.652713e-01 -2.659332e-01 2.548581e+00,1.651316e-01 -2.676967e-01 2.551925e+00,1.655074e-01 -2.770160e-01 2.566116e+00,1.651934e-01 -2.777464e-01 2.567773e+00,1.646191e-01 -2.781673e-01 2.568528e+00,1.610649e-01 -2.769846e-01 2.554992e+00,1.606554e-01 -2.735271e-01 2.550960e+00,1.562458e-01 -2.643837e-01 2.542762e+00,1.616415e-01 -2.726247e-01 2.554026e+00,1.623182e-01 -2.752464e-01 2.561070e+00,1.634965e-01 -2.776374e-01 2.567124e+00,1.638509e-01 -2.785818e-01 2.568708e+00,1.722170e-01 -2.652791e-01 2.551419e+00,1.870535e-01 -2.581666e-01 2.542851e+00,1.779327e-01 -2.252415e-01 2.516883e+00,2.277174e-01 -2.954570e-01 2.646777e+00,2.388685e-01 -2.970024e-01 2.661433e+00,2.462884e-01 -2.986940e-01 2.669606e+00,2.480208e-01 -3.038127e-01 2.678981e+00,2.492093e-01 -3.114037e-01 2.684120e+00,2.456170e-01 -3.257301e-01 2.693752e+00,2.375287e-01 -3.398218e-01 2.700147e+00,2.275151e-01 -3.587984e-01 2.702117e+00,2.251577e-01 -3.597312e-01 2.703155e+00,2.212720e-01 -3.574891e-01 2.709312e+00,2.215319e-01 -3.593885e-01 2.709935e+00,2.223673e-01 -3.596020e-01 2.710450e+00,2.228192e-01 -3.596002e-01 2.710453e+00,2.237519e-01 -3.597439e-01 2.709295e+00,2.238081e-01 -3.599959e-01 2.709071e+00
2.311626e-01 -5.861958e-01 2.632182e+00,2.364638e-01 -5.566393e-01 2.638916e+00,2.354461e-01 -5.581582e-01 2.634410e+00,2.337968e-01 -5.560078e-01 2.626589e+00,2.588329e-01 -5.096607e-01 2.556502e+00,2.682058e-01 -4.745201e-01 2.527301e+00,2.768886e-01 -4.317086e-01 2.503170e+00,2.858642e-01 -3.499373e-01 2.458432e+00,2.803572e-01 -3.022057e-01 2.468581e+00,2.401697e-01 -2.352955e-01 2.456676e+00,2.226034e-01 -1.768004e-01 2.422088e+00,1.687854e-01 -1.648611e-01 2.476099e+00,1.485331e-01 -1.924257e-01 2.498289e+00,1.312145e-01 -1.968306e-01 2.494554e+00,1.554062e-02 -1.586781e-01 2.473583e+00,-4.322042e-02 -1.609291e-01 2.482201e+00,4.322883e-03 -1.558305e-01 2.471649e+00,1.132901e-01 -8.263408e-02 2.451045e+00,1.002118e-01 -7.449205e-02 2.475362e+00,1.065368e-01 -8.416997e-02 2.448780e+00,9.525448e-02 -9.189353e-02 2.448313e+00,3.791764e-02 -1.330314e-01 2.459756e+00,3.738165e-02 -1.333535e-01 2.458906e+00,5.259102e-02 -1.260962e-01 2.464269e+00,3.876542e-02 -1.342766e-01 2.448912e+00,1.439998e-01 -1.947093e-01 2.499527e+00,1.022048e-01 -5.116813e-02 2.500390e+00,1.083111e-01 -6.431703e-02 2.522260e+00,1.078673e-01 -6.779451e-02 2.526250e+00,-4.032546e-02 -1.436806e-01 2.478306e+00,1.124041e-01 -1.993338e-01 2.495491e+00,1.209705e-01 -1.272477e-01 2.390815e+00,1.438672e-01 -1.435147e-01 2.361877e+00,1.864534e-01 -1.772647e-01 2.303034e+00,2.315234e-01 -2.669208e-01 2.429275e+00,2.302043e-01 -3.177016e-01 2.429222e+00,2.684710e-01 -3.873157e-01 2.471531e+00,2.831057e-01 -4.439970e-01 2.518059e+00,2.755520e-01 -4.595818e-01 2.528624e+00,2.642857e-01 -5.163793e-01 2.583251e+00,2.602693e-01 -5.326916e-01 2.614377e+00,2.517684e-01 -5.565628e-01 2.631514e+00,2.026149e-01 -5.614851e-01 2.630114e+00,2.434243e-01 -5.595952e-01 2.654828e+00,2.443092e-01 -5.598927e-01 2.648771e+00,2.470626e-01 -5.586389e-01 2.644524e+00,2.478962e-01 -5.581837e-01 2.643061e+00,2.489710e-01 -5.572248e-01 2.638167e+00,2.488386e-01 -5.571892e-01 2.636916e+00
