1.939887e-02 -6.135162e-01 2.772918e+00,2.056552e-02 -6.135421e-01 2.772949e+00,2.129298e-02 -6.134520e-01 2.772568e+00,2.124343e-02 -6.134520e-01 2.772383e+00,2.106230e-02 -6.138383e-01 2.771939e+00,1.975899e-02 -6.134201e-01 2.770655e+00,1.920090e-02 -6.133301e-01 2.770266e+00,1.805349e-02 -6.135087e-01 2.768918e+00,1.811791e-02 -6.133848e-01 2.768572e+00,1.804256e-02 -6.128272e-01 2.767878e+00,1.778576e-02 -6.125372e-01 2.767589e+00,1.846542e-02 -6.122785e-01 2.766691e+00,1.881711e-02 -6.119308e-01 2.766225e+00,1.924422e-02 -6.110936e-01 2.765411e+00,1.932034e-02 -6.111757e-01 2.765160e+00,1.914777e-02 -6.107191e-01 2.765138e+00,1.926446e-02 -6.105296e-01 2.765141e+00,1.902547e-02 -6.102359e-01 2.765361e+00,1.963489e-02 -6.093203e-01 2.766354e+00,1.997183e-02 -6.089871e-01 2.767103e+00,2.452895e-02 -5.974726e-01 2.772748e+00,2.704233e-02 -5.964876e-01 2.773852e+00,2.939556e-02 -5.878072e-01 2.776086e+00,3.001681e-02 -5.877929e-01 2.775923e+00,2.907648e-02 -5.855728e-01 2.775555e+00,2.272194e-02 -5.903053e-01 2.774105e+00,2.208244e-02 -5.922786e-01 2.774406e+00,1.696434e-02 -6.007141e-01 2.774997e+00,1.575533e-02 -6.129032e-01 2.773360e+00,1.593616e-02 -6.196996e-01 2.770763e+00,1.889753e-02 -6.172845e-01 2.768840e+00,1.886673e-02 -6.168345e-01 2.768427e+00,1.935127e-02 -6.154827e-01 2.767380e+00,2.163203e-02 -6.130943e-01 2.765645e+00,2.224832e-02 -6.125600e-01 2.765209e+00,2.243092e-02 -6.120847e-01 2.765017e+00,2.208730e-02 -6.118761e-01 2.764945e+00,2.206244e-02 -6.119507e-01 2.764916e+00,2.037291e-02 -6.118252e-01 2.764853e+00,2.036734e-02 -6.118423e-01 2.764861e+00,2.048970e-02 -6.117837e-01 2.764838e+00,2.145856e-02 -6.118433e-01 2.765166e+00,2.230106e-02 -6.115801e-01 2.765572e+00,2.370132e-02 -6.117487e-01 2.766718e+00,2.369697e-02 -6.119652e-01 2.766884e+00,2.427779e-02 -6.121596e-01 2.767042e+00,2.452359e-02 -6.122863e-01 2.767127e+00,2.475579e-02 -6.123239e-01 2.767047e+00,2.483354e-02 -6.120847e-01 2.766895e+00
2.254072e-02 -3.255174e-01 2.782011e+00,2.323762e-02 -3.253659e-01 2.782516e+00,2.354656e-02 -3.252257e-01 2.782841e+00,2.351626e-02 -3.251178e-01 2.782808e+00,2.351672e-02 -3.251273e-01 2.782819e+00,2.290863e-02 -3.249239e-01 2.782717e+00,2.273669e-02 -3.249373e-01 2.782673e+00,2.268795e-02 -3.249380e-01 2.782562e+00,2.308627e-02 -3.247912e-01 2.782490e+00,2.317719e-02 -3.246937e-01 2.782502e+00,2.286664e-02 -3.243020e-01 2.782623e+00,2.282261e-02 -3.240907e-01 2.782705e+00,2.287446e-02 -3.237330e-01 2.782779e+00,2.278582e-02 -3.231675e-01 2.782661e+00,2.270501e-02 -3.230618e-01 2.782641e+00,2.219361e-02 -3.217786e-01 2.782986e+00,2.200942e-02 -3.212889e-01 2.783153e+00,2.188207e-02 -3.207191e-01 2.783360e+00,2.198389e-02 -3.202940e-01 2.783922e+00,2.207479e-02 -3.202068e-01 2.784068e+00,2.355223e-02 -3.186471e-01 2.785017e+00,2.559854e-02 -3.176849e-01 2.785537e+00,2.644123e-02 -3.110912e-01 2.787242e+00,2.640642e-02 -3.109066e-01 2.787135e+00,2.682897e-02 -3.067605e-01 2.786356e+00,2.514866e-02 -3.064519e-01 2.785666e+00,2.497984e-02 -3.088998e-01 2.785441e+00,2.150077e-02 -3.121864e-01 2.785662e+00,1.850410e-02 -3.193489e-01 2.786226e+00,1.765893e-02 -3.233569e-01 2.784972e+00,1.903408e-02 -3.223250e-01 2.784290e+00,1.919811e-02 -3.221454e-01 2.784102e+00,2.008268e-02 -3.219172e-01 2.783378e+00,2.227944e-02 -3.213654e-01 2.781562e+00,2.290461e-02 -3.213612e-01 2.780700e+00,2.332786e-02 -3.210764e-01 2.780136e+00,2.331616e-02 -3.213193e-01 2.779353e+00,2.337383e-02 -3.218219e-01 2.778577e+00,2.316005e-02 -3.220173e-01 2.777718e+00,2.325314e-02 -3.222181e-01 2.777256e+00,2.369146e-02 -3.222648e-01 2.776729e+00,2.447182e-02 -3.228886e-01 2.775927e+00,2.518330e-02 -3.229719e-01 2.775643e+00,2.596543e-02 -3.233651e-01 2.775576e+00,2.612764e-02 -3.235881e-01 2.775534e+00,2.671812e-02 -3.239994e-01 2.775362e+00,2.678114e-02 -3.240286e-01 2.775371e+00,2.699936e-02 -3.241662e-01 2.775574e+00,2.709626e-02 -3.241975e-01 2.775550e+00
2.572510e-02 -4.253400e-02 2.780285e+00,2.608531e-02 -4.217067e-02 2.781031e+00,2.611069e-02 -4.179156e-02 2.782100e+00,2.602650e-02 -4.138782e-02 2.782086e+00,2.614192e-02 -4.119066e-02 2.782425e+00,2.561906e-02 -4.102043e-02 2.782805e+00,2.558869e-02 -4.107517e-02 2.782847e+00,2.614100e-02 -4.096476e-02 2.783187e+00,2.777149e-02 -4.068016e-02 2.783677e+00,2.841182e-02 -4.083321e-02 2.784457e+00,2.781085e-02 -4.016976e-02 2.785279e+00,2.679914e-02 -4.001028e-02 2.786843e+00,2.658250e-02 -3.936956e-02 2.787510e+00,2.600960e-02 -3.886650e-02 2.787990e+00,2.554663e-02 -3.840738e-02 2.788195e+00,2.471415e-02 -3.646458e-02 2.788932e+00,2.422095e-02 -3.600400e-02 2.789089e+00,2.429825e-02 -3.523282e-02 2.789172e+00,2.403743e-02 -3.521360e-02 2.789366e+00,2.405697e-02 -3.523321e-02 2.789311e+00,2.494946e-02 -3.809122e-02 2.788094e+00,2.582442e-02 -3.829340e-02 2.787640e+00,2.507702e-02 -3.627799e-02 2.787865e+00,2.355061e-02 -3.575959e-02 2.787124e+00,2.575558e-02 -3.033304e-02 2.785328e+00,2.641587e-02 -2.749889e-02 2.784399e+00,2.707934e-02 -3.067937e-02 2.783516e+00,2.324069e-02 -3.117045e-02 2.784161e+00,2.025966e-02 -3.387129e-02 2.785796e+00,1.959480e-02 -3.471100e-02 2.785535e+00,2.009983e-02 -3.403741e-02 2.785575e+00,2.037591e-02 -3.385497e-02 2.785598e+00,2.135631e-02 -3.403148e-02 2.785268e+00,2.348400e-02 -3.488210e-02 2.783633e+00,2.407926e-02 -3.550207e-02 2.782288e+00,2.475444e-02 -3.542105e-02 2.781345e+00,2.505755e-02 -3.649673e-02 2.779276e+00,2.522074e-02 -3.743172e-02 2.777439e+00,2.638062e-02 -3.793171e-02 2.775340e+00,2.660709e-02 -3.825450e-02 2.774276e+00,2.727806e-02 -3.841130e-02 2.773375e+00,2.787399e-02 -3.935250e-02 2.771772e+00,2.862447e-02 -3.974619e-02 2.770934e+00,2.905331e-02 -4.048396e-02 2.770122e+00,2.935922e-02 -4.069237e-02 2.769957e+00,2.973776e-02 -4.114042e-02 2.769704e+00,2.972582e-02 -4.112711e-02 2.769714e+00,2.991640e-02 -4.148157e-02 2.770856e+00,2.998196e-02 -4.187612e-02 2.771047e+00
3.071686e-02 6.573504e-02 2.787532e+00,3.102406e-02 6.588411e-02 2.788319e+00,3.138448e-02 6.619978e-02 2.789980e+00,3.181974e-02 6.634685e-02 2.790516e+00,3.202336e-02 6.602073e-02 2.790943e+00,3.255728e-02 6.591759e-02 2.791462e+00,3.333841e-02 6.580629e-02 2.791864e+00,3.459544e-02 6.591771e-02 2.792325e+00,3.547528e-02 6.588892e-02 2.792620e+00,3.694590e-02 6.438708e-02 2.794584e+00,3.722145e-02 6.488062e-02 2.795395e+00,3.603395e-02 6.405017e-02 2.798361e+00,3.580599e-02 6.458709e-02 2.799206e+00,3.483860e-02 6.444302e-02 2.800225e+00,3.291295e-02 6.418923e-02 2.801509e+00,3.166575e-02 6.467731e-02 2.802783e+00,2.940631e-02 6.579623e-02 2.804678e+00,2.869673e-02 6.665862e-02 2.805599e+00,2.719517e-02 6.674764e-02 2.806315e+00,2.704744e-02 6.669368e-02 2.806519e+00,2.708326e-02 6.557707e-02 2.808529e+00,2.732565e-02 6.533813e-02 2.809026e+00,2.660570e-02 6.472913e-02 2.810439e+00,2.719787e-02 6.616698e-02 2.810045e+00,3.056016e-02 7.164051e-02 2.807962e+00,2.826716e-02 7.374647e-02 2.806898e+00,2.616730e-02 7.266191e-02 2.806335e+00,2.283470e-02 7.284925e-02 2.805400e+00,2.285575e-02 7.244439e-02 2.805476e+00,2.379588e-02 6.962366e-02 2.805250e+00,2.378094e-02 6.964191e-02 2.805250e+00,2.377216e-02 6.999161e-02 2.805333e+00,2.374546e-02 6.993929e-02 2.805294e+00,2.454708e-02 6.990182e-02 2.804121e+00,2.430351e-02 6.989994e-02 2.803629e+00,2.412782e-02 6.975190e-02 2.803460e+00,2.460311e-02 6.897108e-02 2.799721e+00,2.537881e-02 6.920369e-02 2.798232e+00,2.578704e-02 6.994501e-02 2.795374e+00,2.605691e-02 6.995031e-02 2.794674e+00,2.652273e-02 7.010599e-02 2.791820e+00,2.803297e-02 6.839832e-02 2.788424e+00,2.961810e-02 6.814044e-02 2.786830e+00,2.974159e-02 6.770413e-02 2.785453e+00,3.020089e-02 6.747858e-02 2.784892e+00,3.090652e-02 6.687294e-02 2.783414e+00,3.125791e-02 6.686005e-02 2.783183e+00,3.170202e-02 6.669232e-02 2.782686e+00,3.264977e-02 6.639355e-02 2.782115e+00
-1.240396e-01 -1.495589e-01 2.769590e+00,-1.236876e-01 -1.498125e-01 2.769681e+00,-1.233007e-01 -1.501289e-01 2.769594e+00,-1.234035e-01 -1.490324e-01 2.769737e+00,-1.217393e-01 -1.484791e-01 2.768245e+00,-1.214920e-01 -1.489150e-01 2.767839e+00,-1.214209e-01 -1.491009e-01 2.767761e+00,-1.198397e-01 -1.487456e-01 2.765551e+00,-1.197473e-01 -1.488500e-01 2.765080e+00,-1.199835e-01 -1.471808e-01 2.764692e+00,-1.200625e-01 -1.468704e-01 2.764302e+00,-1.205759e-01 -1.471656e-01 2.764065e+00,-1.219254e-01 -1.452025e-01 2.765092e+00,-1.230110e-01 -1.441755e-01 2.766376e+00,-1.244883e-01 -1.442964e-01 2.768744e+00,-1.253159e-01 -1.438532e-01 2.770779e+00,-1.215475e-01 -1.422528e-01 2.774283e+00,-1.224359e-01 -1.432025e-01 2.775909e+00,-1.161196e-01 -1.406974e-01 2.776060e+00,-1.144030e-01 -1.400764e-01 2.776557e+00,-1.106221e-01 -1.377296e-01 2.777619e+00,-1.099222e-01 -1.392410e-01 2.778576e+00,-1.028151e-01 -1.263923e-01 2.783088e+00,-1.025450e-01 -1.310492e-01 2.782022e+00,-9.731772e-02 -1.203198e-01 2.778928e+00,-9.733658e-02 -1.240434e-01 2.778558e+00,-9.834680e-02 -1.257231e-01 2.779375e+00,-1.050709e-01 -1.347416e-01 2.784324e+00,-1.141625e-01 -1.455804e-01 2.789597e+00,-1.159782e-01 -1.471905e-01 2.789484e+00,-1.174874e-01 -1.496781e-01 2.788165e+00,-1.181760e-01 -1.502071e-01 2.787602e+00,-1.199560e-01 -1.519895e-01 2.785923e+00,-1.211747e-01 -1.507730e-01 2.782059e+00,-1.220746e-01 -1.514171e-01 2.781478e+00,-1.221651e-01 -1.510249e-01 2.779824e+00,-1.239243e-01 -1.511972e-01 2.778808e+00,-1.240186e-01 -1.511288e-01 2.777441e+00,-1.243118e-01 -1.505086e-01 2.774648e+00,-1.232167e-01 -1.491174e-01 2.772214e+00,-1.217801e-01 -1.472848e-01 2.769009e+00,-1.224385e-01 -1.500075e-01 2.766902e+00,-1.224935e-01 -1.505468e-01 2.766028e+00,-1.223812e-01 -1.508976e-01 2.764590e+00,-1.223908e-01 -1.517357e-01 2.764058e+00,-1.228336e-01 -1.529919e-01 2.763528e+00,-1.228376e-01 -1.532063e-01 2.763317e+00,-1.228220e-01 -1.532993e-01 2.763166e+00,-1.229352e-01 -1.532440e-01 2.763127e+00
-1.691344e-01 -3.910811e-01 2.778792e+00,-1.686842e-01 -3.906215e-01 2.779049e+00,-1.683877e-01 -3.910800e-01 2.778953e+00,-1.680582e-01 -3.908109e-01 2.778960e+00,-1.680880e-01 -3.909968e-01 2.778834e+00,-1.677793e-01 -3.922445e-01 2.777625e+00,-1.677173e-01 -3.915098e-01 2.777560e+00,-1.670746e-01 -3.931538e-01 2.774858e+00,-1.666093e-01 -3.945094e-01 2.773309e+00,-1.667164e-01 -3.959927e-01 2.771955e+00,-1.670103e-01 -3.972758e-01 2.770695e+00,-1.672451e-01 -3.984797e-01 2.768916e+00,-1.673271e-01 -3.983833e-01 2.768932e+00,-1.674788e-01 -3.981025e-01 2.769212e+00,-1.671017e-01 -3.988916e-01 2.769478e+00,-1.665895e-01 -3.993162e-01 2.769944e+00,-1.649546e-01 -4.001026e-01 2.771865e+00,-1.640219e-01 -4.004026e-01 2.772695e+00,-1.613181e-01 -4.004821e-01 2.774501e+00,-1.595452e-01 -3.992198e-01 2.776557e+00,-1.562379e-01 -3.956409e-01 2.780160e+00,-1.547826e-01 -3.952944e-01 2.782053e+00,-1.496679e-01 -3.891449e-01 2.787728e+00,-1.501390e-01 -3.904510e-01 2.789093e+00,-1.497975e-01 -3.871658e-01 2.791873e+00,-1.507567e-01 -3.909596e-01 2.794113e+00,-1.511590e-01 -3.910344e-01 2.796280e+00,-1.515735e-01 -3.935775e-01 2.799412e+00,-1.531033e-01 -3.956521e-01 2.801139e+00,-1.555272e-01 -3.986684e-01 2.801993e+00,-1.559849e-01 -3.983775e-01 2.802258e+00,-1.569396e-01 -3.986033e-01 2.802566e+00,-1.596722e-01 -4.000604e-01 2.802170e+00,-1.617414e-01 -4.003491e-01 2.801064e+00,-1.627102e-01 -4.010260e-01 2.799362e+00,-1.625724e-01 -4.009174e-01 2.798455e+00,-1.626326e-01 -3.997177e-01 2.796546e+00,-1.624223e-01 -3.993289e-01 2.794611e+00,-1.617683e-01 -3.986815e-01 2.792023e+00,-1.612303e-01 -3.986154e-01 2.790894e+00,-1.606124e-01 -3.986462e-01 2.788840e+00,-1.599954e-01 -3.970298e-01 2.786699e+00,-1.597600e-01 -3.956406e-01 2.785628e+00,-1.594289e-01 -3.947932e-01 2.783899e+00,-1.595262e-01 -3.958047e-01 2.782687e+00,-1.593466e-01 -3.948535e-01 2.781341e+00,-1.593494e-01 -3.961933e-01 2.780170e+00,-1.592051e-01 -3.951154e-01 2.780003e+00,-1.589719e-01 -3.939913e-01 2.779806e+00
-1.764045e-01 -5.890566e-01 2.706693e+00,-1.764273e-01 -5.885314e-01 2.706793e+00,-1.763856e-01 -5.889066e-01 2.706469e+00,-1.760201e-01 -5.885378e-01 2.706146e+00,-1.758231e-01 -5.886952e-01 2.705917e+00,-1.755444e-01 -5.899602e-01 2.704783e+00,-1.755674e-01 -5.890816e-01 2.704259e+00,-1.751457e-01 -5.910369e-01 2.702611e+00,-1.751579e-01 -5.924217e-01 2.701243e+00,-1.742854e-01 -5.937301e-01 2.699204e+00,-1.733327e-01 -5.950597e-01 2.697958e+00,-1.713568e-01 -5.960894e-01 2.695429e+00,-1.706386e-01 -5.955921e-01 2.694132e+00,-1.667093e-01 -5.941329e-01 2.690746e+00,-1.665842e-01 -5.946313e-01 2.690181e+00,-1.663676e-01 -5.948416e-01 2.690040e+00,-1.660936e-01 -5.949205e-01 2.690010e+00,-1.659631e-01 -5.950007e-01 2.690264e+00,-1.606326e-01 -5.960169e-01 2.694635e+00,-1.610771e-01 -5.945363e-01 2.696091e+00,-1.611526e-01 -5.904321e-01 2.698371e+00,-1.605387e-01 -5.896702e-01 2.699194e+00,-1.594594e-01 -5.824500e-01 2.702414e+00,-1.601808e-01 -5.832956e-01 2.702638e+00,-1.599624e-01 -5.796933e-01 2.704595e+00,-1.606710e-01 -5.834264e-01 2.706687e+00,-1.621832e-01 -5.841183e-01 2.710594e+00,-1.663240e-01 -5.880906e-01 2.718276e+00,-1.712375e-01 -5.907139e-01 2.722415e+00,-1.762570e-01 -5.952109e-01 2.728576e+00,-1.783193e-01 -5.951895e-01 2.730275e+00,-1.812792e-01 -5.958890e-01 2.732955e+00,-1.863120e-01 -5.976796e-01 2.734758e+00,-1.882144e-01 -5.980576e-01 2.733895e+00,-1.835857e-01 -5.983421e-01 2.728521e+00,-1.818236e-01 -5.974373e-01 2.724502e+00,-1.807413e-01 -5.949759e-01 2.718426e+00,-1.787686e-01 -5.942814e-01 2.715142e+00,-1.745508e-01 -5.932244e-01 2.710618e+00,-1.726415e-01 -5.930300e-01 2.708895e+00,-1.719064e-01 -5.934346e-01 2.707856e+00,-1.707509e-01 -5.924002e-01 2.707251e+00,-1.705901e-01 -5.915511e-01 2.707742e+00,-1.706702e-01 -5.913575e-01 2.708029e+00,-1.708383e-01 -5.926595e-01 2.707732e+00,-1.713589e-01 -5.920557e-01 2.707594e+00,-1.714609e-01 -5.935967e-01 2.707099e+00,-1.714539e-01 -5.925778e-01 2.707134e+00,-1.708857e-01 -5.913046e-01 2.706379e+00
-1.633515e-01 -6.107624e-01 2.697517e+00,-1.634497e-01 -6.110250e-01 2.696201e+00,-1.630809e-01 -6.106957e-01 2.697255e+00,-1.626899e-01 -6.103808e-01 2.695753e+00,-1.632619e-01 -6.105845e-01 2.695989e+00,-1.627463e-01 -6.094631e-01 2.692036e+00,-1.629966e-01 -6.094271e-01 2.693840e+00,-1.621089e-01 -6.097772e-01 2.691975e+00,-1.604575e-01 -6.092442e-01 2.690976e+00,-1.580199e-01 -6.090146e-01 2.688448e+00,-1.576488e-01 -6.092697e-01 2.688441e+00,-1.561276e-01 -6.076077e-01 2.684431e+00,-1.565662e-01 -6.067905e-01 2.683399e+00,-1.525413e-01 -6.087435e-01 2.681024e+00,-1.527496e-01 -6.042294e-01 2.680907e+00,-1.510544e-01 -6.049984e-01 2.685500e+00,-1.515422e-01 -6.103575e-01 2.685178e+00,-1.502360e-01 -6.102782e-01 2.687288e+00,-1.475417e-01 -6.292394e-01 2.686687e+00,-1.460397e-01 -6.272099e-01 2.687619e+00,-1.470127e-01 -6.073592e-01 2.692181e+00,-1.471096e-01 -6.081179e-01 2.695620e+00,-1.476083e-01 -6.108065e-01 2.691468e+00,-1.484931e-01 -6.079203e-01 2.693174e+00,-1.477787e-01 -6.074058e-01 2.694978e+00,-1.499241e-01 -6.082044e-01 2.703478e+00,-1.501589e-01 -6.210254e-01 2.703593e+00,-1.583717e-01 -6.138549e-01 2.709178e+00,-1.629322e-01 -6.128601e-01 2.714145e+00,-1.754257e-01 -6.189507e-01 2.724817e+00,-1.829799e-01 -6.185803e-01 2.726036e+00,-1.868860e-01 -6.200183e-01 2.727911e+00,-1.903073e-01 -6.242054e-01 2.727193e+00,-1.901060e-01 -6.394724e-01 2.712626e+00,-1.791439e-01 -6.129180e-01 2.713400e+00,-1.755268e-01 -6.132048e-01 2.709133e+00,-1.670842e-01 -6.118109e-01 2.700598e+00,-1.619213e-01 -6.105169e-01 2.697050e+00,-1.576792e-01 -6.147153e-01 2.694375e+00,-1.565108e-01 -6.154724e-01 2.694680e+00,-1.538535e-01 -6.121662e-01 2.693928e+00,-1.535906e-01 -6.126361e-01 2.694187e+00,-1.559104e-01 -6.183612e-01 2.695907e+00,-1.567168e-01 -6.185486e-01 2.697154e+00,-1.571054e-01 -6.181741e-01 2.699233e+00,-1.576655e-01 -6.179507e-01 2.697751e+00,-1.571679e-01 -6.181455e-01 2.696106e+00,-1.588574e-01 -6.176573e-01 2.695961e+00,-1.574255e-01 -6.164607e-01 2.692765e+00
1.744872e-01 -1.561462e-01 2.771818e+00,1.747429e-01 -1.561425e-01 2.772696e+00,1.747556e-01 -1.560326e-01 2.773211e+00,1.750048e-01 -1.556252e-01 2.774295e+00,1.752428e-01 -1.557827e-01 2.775055e+00,1.752428e-01 -1.552292e-01 2.776288e+00,1.757706e-01 -1.562834e-01 2.778477e+00,1.748826e-01 -1.564404e-01 2.778928e+00,1.750083e-01 -1.587766e-01 2.781271e+00,1.797327e-01 -1.596473e-01 2.783488e+00,1.850014e-01 -1.582158e-01 2.785013e+00,1.868420e-01 -1.558664e-01 2.783359e+00,1.827279e-01 -1.551117e-01 2.776113e+00,1.770128e-01 -1.474124e-01 2.771455e+00,1.731347e-01 -1.445775e-01 2.766861e+00,1.693721e-01 -1.415418e-01 2.764205e+00,1.685988e-01 -1.422656e-01 2.762101e+00,1.602414e-01 -1.328232e-01 2.751249e+00,1.591192e-01 -1.329230e-01 2.746029e+00,1.594648e-01 -1.348484e-01 2.745853e+00,1.516843e-01 -1.311543e-01 2.737265e+00,1.529971e-01 -1.283092e-01 2.736292e+00,1.511872e-01 -9.909795e-02 2.719559e+00,1.429899e-01 -1.136014e-01 2.717443e+00,1.403954e-01 -1.223885e-01 2.715936e+00,1.418382e-01 -1.233830e-01 2.716985e+00,1.428758e-01 -1.250462e-01 2.718734e+00,1.417143e-01 -1.319062e-01 2.721108e+00,1.339547e-01 -1.694750e-01 2.725013e+00,1.335042e-01 -1.590635e-01 2.723895e+00,1.365079e-01 -1.498836e-01 2.724864e+00,1.379281e-01 -1.488029e-01 2.725285e+00,1.410166e-01 -1.462923e-01 2.726488e+00,1.563519e-01 -1.436048e-01 2.732772e+00,1.580747e-01 -1.438737e-01 2.733665e+00,1.608457e-01 -1.452921e-01 2.735121e+00,1.651483e-01 -1.480279e-01 2.738938e+00,1.657371e-01 -1.486654e-01 2.739551e+00,1.682743e-01 -1.508622e-01 2.741712e+00,1.622468e-01 -1.506964e-01 2.739266e+00,1.646447e-01 -1.509694e-01 2.741195e+00,1.683104e-01 -1.521296e-01 2.744738e+00,1.697013e-01 -1.524719e-01 2.745936e+00,1.711330e-01 -1.524448e-01 2.748040e+00,1.720003e-01 -1.527612e-01 2.749220e+00,1.734692e-01 -1.531606e-01 2.751789e+00,1.742080e-01 -1.532800e-01 2.753528e+00,1.745011e-01 -1.534483e-01 2.754615e+00,1.759481e-01 -1.539435e-01 2.759419e+00
2.088557e-01 -4.040869e-01 2.814079e+00,2.095042e-01 -4.026148e-01 2.814824e+00,2.093357e-01 -3.927790e-01 2.822204e+00,2.088491e-01 -3.888597e-01 2.825999e+00,2.102683e-01 -3.836098e-01 2.830313e+00,2.105861e-01 -3.766044e-01 2.835797e+00,2.073418e-01 -3.807691e-01 2.817767e+00,1.996474e-01 -3.589685e-01 2.804745e+00,1.986061e-01 -3.615839e-01 2.806385e+00,2.461955e-01 -3.570613e-01 2.760066e+00,2.715722e-01 -3.435736e-01 2.728812e+00,3.148778e-01 -2.886408e-01 2.670366e+00,3.298098e-01 -2.615058e-01 2.657749e+00,3.355335e-01 -2.026501e-01 2.631935e+00,3.342025e-01 -1.669369e-01 2.620410e+00,3.281145e-01 -1.520045e-01 2.613447e+00,3.003193e-01 -6.200233e-02 2.605334e+00,2.766356e-01 -5.399470e-02 2.580999e+00,2.438623e-01 -1.335243e-02 2.548912e+00,2.292775e-01 6.948149e-03 2.544696e+00,2.072232e-01 2.075483e-02 2.560992e+00,1.861749e-01 2.944694e-02 2.577727e+00,1.833248e-01 4.151674e-02 2.552105e+00,1.828031e-01 2.880968e-02 2.553410e+00,1.715509e-01 9.745081e-03 2.540924e+00,1.809200e-01 -1.661752e-02 2.525985e+00,1.820135e-01 -3.196424e-02 2.520313e+00,1.771169e-01 -7.515863e-02 2.482021e+00,1.753963e-01 -9.015676e-02 2.487770e+00,1.739754e-01 -5.710270e-02 2.483124e+00,1.833435e-01 -7.738039e-02 2.481357e+00,1.943019e-01 -1.116321e-01 2.482231e+00,2.020676e-01 -1.178230e-01 2.481255e+00,2.604938e-01 -2.969330e-01 2.607180e+00,2.590604e-01 -3.211812e-01 2.607978e+00,2.604013e-01 -3.226815e-01 2.672762e+00,2.494639e-01 -3.372734e-01 2.698800e+00,2.426660e-01 -3.426493e-01 2.715055e+00,2.355054e-01 -3.633185e-01 2.739861e+00,2.317409e-01 -3.740827e-01 2.750861e+00,2.272204e-01 -3.888407e-01 2.759397e+00,2.243652e-01 -4.010257e-01 2.774332e+00,2.220155e-01 -4.011912e-01 2.781389e+00,2.168407e-01 -3.902886e-01 2.792773e+00,2.165042e-01 -3.911700e-01 2.793333e+00,2.168183e-01 -3.949676e-01 2.795224e+00,2.174451e-01 -3.970622e-01 2.796907e+00,2.176272e-01 -3.992583e-01 2.798138e+00,2.185188e-01 -4.037677e-01 2.802008e+00
2.113988e-01 -6.039925e-01 2.748397e+00,2.149724e-01 -6.019343e-01 2.747260e+00,2.027045e-01 -5.789292e-01 2.720076e+00,2.025900e-01 -5.724324e-01 2.718738e+00,2.143234e-01 -5.602829e-01 2.710871e+00,1.954919e-01 -5.317984e-01 2.688079e+00,2.135019e-01 -4.558202e-01 2.613800e+00,2.325225e-01 -3.088822e-01 2.691556e+00,2.450198e-01 -2.064673e-01 2.663212e+00,2.480901e-01 -1.565097e-01 2.686842e+00,2.593167e-01 -1.223921e-01 2.703245e+00,2.564652e-01 -1.526737e-02 2.709300e+00,2.571887e-01 -5.312978e-02 2.740721e+00,2.547886e-01 -2.988505e-02 2.742610e+00,2.492559e-01 -1.252241e-02 2.729628e+00,2.461964e-01 3.797137e-03 2.716565e+00,2.175632e-01 1.003811e-01 2.696963e+00,2.121578e-01 1.298626e-01 2.646227e+00,1.926683e-01 1.895111e-01 2.532330e+00,1.782124e-01 2.163920e-01 2.478963e+00,1.609684e-01 2.210686e-01 2.377771e+00,1.599428e-01 2.132596e-01 2.364421e+00,1.490335e-01 1.864778e-01 2.337884e+00,1.405030e-01 1.662406e-01 2.322823e+00,1.382583e-01 1.453275e-01 2.325325e+00,1.356886e-01 9.648325e-02 2.312889e+00,1.432957e-01 4.832814e-02 2.321516e+00,1.565526e-01 -1.468570e-02 2.273400e+00,1.529762e-01 -6.234960e-02 2.272334e+00,1.593714e-01 -1.518528e-01 2.281735e+00,1.711788e-01 -1.829238e-01 2.280120e+00,1.958597e-01 -2.621566e-01 2.327568e+00,2.385275e-01 -3.228700e-01 2.474460e+00,2.284008e-01 -4.182284e-01 2.430821e+00,2.367183e-01 -4.739712e-01 2.458223e+00,2.440415e-01 -4.710912e-01 2.511830e+00,2.443342e-01 -5.160732e-01 2.582535e+00,2.445203e-01 -5.266545e-01 2.608140e+00,2.445279e-01 -5.571905e-01 2.655700e+00,2.407971e-01 -5.735478e-01 2.683936e+00,2.343137e-01 -5.888020e-01 2.694179e+00,2.308824e-01 -6.034619e-01 2.719455e+00,2.220147e-01 -6.037233e-01 2.726344e+00,1.894365e-01 -5.869913e-01 2.721811e+00,1.894075e-01 -5.877352e-01 2.721798e+00,1.925208e-01 -5.929523e-01 2.727348e+00,1.917302e-01 -5.939854e-01 2.726039e+00,1.910588e-01 -5.952750e-01 2.724728e+00,1.894537e-01 -5.972914e-01 2.722250e+00
